///////////////////////////////////////////////////////////////
// Scripted by THINH NGUYEN
// File: ECIDsFromHostLog.txt
// SoftRev: 1.80a1-002
// Date: Tue Sep 22 22:41:48 2020
//
// This file is to configure all VIDs. WARNING!!!
// DO NOT_EDIT without reading first.
// All comments should follow the format being used and seen.
// The last line should be an empty line.
//
ECID : $0109fbd1 : 17431505 : RC1AutoDummyRecipe : 
ECID : $0109fbd2 : 17431506 : RC2AutoDummyRecipe : 
ECID : $0109fbd3 : 17431507 : RC3AutoDummyRecipe : 
ECID : $0109fbd4 : 17431508 : RC4AutoDummyRecipe : 
ECID : $0109fbe1 : 17431521 : RC1AutoDummyCountPro : 
ECID : $0109fbe2 : 17431522 : RC2AutoDummyCountPro : 
ECID : $0109fbe3 : 17431523 : RC3AutoDummyCountPro : 
ECID : $0109fbe4 : 17431524 : RC4AutoDummyCountPro : 
ECID : $0109fbf1 : 17431537 : RC1AutoDummyTotalCount : 
ECID : $0109fbf2 : 17431538 : RC2AutoDummyTotalCount : 
ECID : $0109fbf3 : 17431539 : RC3AutoDummyTotalCount : 
ECID : $0109fbf4 : 17431540 : RC4AutoDummyTotalCount : 
ECID : $0109fc01 : 17431553 : RC1AutoDummyRcpExeCount : 
ECID : $0109fc02 : 17431554 : RC2AutoDummyRcpExeCount : 
ECID : $0109fc03 : 17431555 : RC3AutoDummyRcpExeCount : 
ECID : $0109fc04 : 17431556 : RC4AutoDummyRcpExeCount : 
ECID : $0109fc11 : 17431569 : RC1AutoDummyWarnAt : 
ECID : $0109fc12 : 17431570 : RC2AutoDummyWarnAt : 
ECID : $0109fc13 : 17431571 : RC3AutoDummyWarnAt : 
ECID : $0109fc14 : 17431572 : RC4AutoDummyWarnAt : 
ECID : $0109fc21 : 17431585 : RC1AutoDummyWaferType : 
ECID : $0109fc22 : 17431586 : RC2AutoDummyWaferType : 
ECID : $0109fc23 : 17431587 : RC3AutoDummyWaferType : 
ECID : $0109fc24 : 17431588 : RC4AutoDummyWaferType : 
ECID : $0109fc31 : 17431601 : RC1AutoDummyWaferCount : 
ECID : $0109fc32 : 17431602 : RC2AutoDummyWaferCount : 
ECID : $0109fc33 : 17431603 : RC3AutoDummyWaferCount : 
ECID : $0109fc34 : 17431604 : RC4AutoDummyWaferCount : 
ECID : $0109fc41 : 17431617 : RC1AutoDummyPreRecipe : 
ECID : $0109fc42 : 17431618 : RC2AutoDummyPreRecipe : 
ECID : $0109fc43 : 17431619 : RC3AutoDummyPreRecipe : 
ECID : $0109fc44 : 17431620 : RC4AutoDummyPreRecipe : 
ECID : $0109fc51 : 17431633 : RC1AutoDummyPostRecipe : 
ECID : $0109fc52 : 17431634 : RC2AutoDummyPostRecipe : 
ECID : $0109fc53 : 17431635 : RC3AutoDummyPostRecipe : 
ECID : $0109fc54 : 17431636 : RC4AutoDummyPostRecipe : 
ECID : $0109fc61 : 17431649 : RC1AutoDummyCoolTime : 
ECID : $0109fc62 : 17431650 : RC2AutoDummyCoolTime : 
ECID : $0109fc63 : 17431651 : RC3AutoDummyCoolTime : 
ECID : $0109fc64 : 17431652 : RC4AutoDummyCoolTime : 
ECID : $0109fcc1 : 17431745 : RC1AutoDummyLLTP : 
ECID : $0109fcc2 : 17431746 : RC2AutoDummyLLTP : 
ECID : $0109fcc3 : 17431747 : RC3AutoDummyLLTP : 
ECID : $0109fcc4 : 17431748 : RC4AutoDummyLLTP : 
ECID : $0109fc80 : 17431680 : PJEndDelay : 
ECID : $010d10d0 : 17633488 : WHCCrossPressure : 
ECID : $010d10d1 : 17633489 : LL1CrossPressure : 
ECID : $010d10d2 : 17633490 : LL2CrossPressure : 
ECID : $0109fc90 : 17431696 : WHCSetPressure : 
ECID : $0109fd60 : 17431904 : WHCHandOffFlow : 
ECID : $0109fd70 : 17431920 : LLGvFlowEnabled : 
ECID : $0109fd80 : 17431936 : RC1GvFlowEnabled : 
ECID : $0109fd81 : 17431937 : RC2GvFlowEnabled : 
ECID : $0109fd82 : 17431938 : RC3GvFlowEnabled : 
ECID : $0109fd83 : 17431939 : RC4GvFlowEnabled : 
ECID : $0109fd90 : 17431952 : BERBTHoldTime : 
ECID : $0109fda0 : 17431968 : AlarmInhibitMaintMode : 
ECID : $0109fc91 : 17431697 : LL1SetPressure : 
ECID : $0109fc92 : 17431698 : LL2SetPressure : 
ECID : $0109fca0 : 17431712 : WHCSetFlowRate : 
ECID : $0109fca1 : 17431713 : LL1SetFlowRate : 
ECID : $0109fca2 : 17431714 : LL2SetFlowRate : 
ECID : $0109fd31 : 17431857 : LL1SetDoorOpenFlow : 
ECID : $0109fd32 : 17431858 : LL2SetDoorOpenFlow : 
ECID : $010a0891 : 17434769 : LL1FastIdleFlow : 
ECID : $010a0892 : 17434770 : LL2FastIdleFlow : 
ECID : $010a0881 : 17434753 : LL1FlowSlowPump : 
ECID : $010a0882 : 17434754 : LL2FlowSlowPump : 
ECID : $010a0871 : 17434737 : LL1InboundN2Flow : 
ECID : $010a0872 : 17434738 : LL2InboundN2Flow : 
ECID : $010a08c1 : 17434817 : LL1FastIdleRemainOff : 
ECID : $010a08c2 : 17434818 : LL2FastIdleRemainOff : 
ECID : $010803d1 : 17302481 : RC1AutoCleaningCascadeMode : 
ECID : $010803d2 : 17302482 : RC2AutoCleaningCascadeMode : 
ECID : $010803d3 : 17302483 : RC3AutoCleaningCascadeMode : 
ECID : $010803d4 : 17302484 : RC4AutoCleaningCascadeMode : 
ECID : $010803e1 : 17302497 : RC1AutoLinePurgeCascadeMode : 
ECID : $010803e2 : 17302498 : RC2AutoLinePurgeCascadeMode : 
ECID : $010803e3 : 17302499 : RC3AutoLinePurgeCascadeMode : 
