FileName = C:\Users\pmaddox\Documents\ASMA Platform Group\Customer and Lab\Samsung\CommLost\08Feb2018\Project\UPC\Work\CollectLog\CcuFiles\Log\Meslog.ml_22

LogCount = 1511
Version = 0

"Index","Date","Time","Status","Message","CEID","Trans.ID","W-Bit"
"0","02/08","13:59:37","Send","S6F1","","0D79","OFF",
"1","02/08","13:59:37","Send","S6F1","","0D78","OFF",
"2","02/08","13:59:36","Send","S6F1","","0D77","OFF",
"3","02/08","13:59:36","Send","S6F1","","0D76","OFF",
"4","02/08","13:59:36","Send","S6F11","105266 (19B32h)","0D75","OFF",
"5","02/08","13:59:36","Send","S6F11","102416 (19010h)","0D74","OFF",
"6","02/08","13:59:36","Send","S6F11","105282 (19B42h)","0D73","OFF",
"7","02/08","13:59:36","Recv","S6F6","","0D72","OFF",
"8","02/08","13:59:36","Send","S6F5","","0D72","ON",
"9","02/08","13:59:36","Send","S6F11","105298 (19B52h)","0D71","OFF",
"10","02/08","13:59:36","Recv","S6F6","","0D6E","OFF",
"11","02/08","13:59:36","Send","S6F1","","0D6F","OFF",
"12","02/08","13:59:36","Send","S6F5","","0D6E","ON",
"13","02/08","13:59:36","Send","S6F1","","0D6D","OFF",
"14","02/08","13:59:35","Send","S6F1","","0D6C","OFF",
"15","02/08","13:59:35","Send","S6F1","","0D6B","OFF",
"16","02/08","13:59:35","Send","S6F11","118944 (1D0A0h)","0D6A","OFF",
"17","02/08","13:59:35","Recv","S6F6","","0D69","OFF",
"18","02/08","13:59:35","Send","S6F5","","0D69","ON",
"19","02/08","13:59:35","Send","S6F11","118800 (1D010h)","0D68","OFF",
"20","02/08","13:59:35","Send","S6F1","","0D67","OFF",
"21","02/08","13:59:35","Recv","S6F6","","0D65","OFF",
"22","02/08","13:59:35","Send","S6F1","","0D66","OFF",
"23","02/08","13:59:34","Send","S6F5","","0D65","ON",
"24","02/08","13:59:34","Send","S6F11","118816 (1D020h)","0D64","OFF",
"25","02/08","13:59:34","Recv","S6F6","","0D63","OFF",
"26","02/08","13:59:34","Send","S6F5","","0D63","ON",
"27","02/08","13:59:34","Send","S6F1","","0D62","OFF",
"28","02/08","13:59:34","Send","S6F1","","0D61","OFF",
"29","02/08","13:59:34","Send","S6F1","","0D60","OFF",
"30","02/08","13:59:34","Send","S6F1","","0D5F","OFF",
"31","02/08","13:59:33","Send","S6F1","","0D5E","OFF",
"32","02/08","13:59:33","Send","S6F1","","0D5D","OFF",
"33","02/08","13:59:33","Send","S6F11","105268 (19B34h)","0D5C","OFF",
"34","02/08","13:59:33","Send","S6F11","102416 (19010h)","0D5B","OFF",
"35","02/08","13:59:33","Send","S6F1","","0D5A","OFF",
"36","02/08","13:59:33","Send","S6F1","","0D59","OFF",
"37","02/08","13:59:32","Send","S6F1","","0D58","OFF",
"38","02/08","13:59:32","Send","S6F1","","0D57","OFF",
"39","02/08","13:59:32","Send","S6F11","118944 (1D0A0h)","0D56","OFF",
"40","02/08","13:59:32","Send","S6F1","","0D55","OFF",
"41","02/08","13:59:32","Send","S6F1","","0D54","OFF",
"42","02/08","13:59:32","Recv","S6F6","","0D51","OFF",
"43","02/08","13:59:32","Send","S6F1","","0D53","OFF",
"44","02/08","13:59:32","Send","S6F1","","0D52","OFF",
"45","02/08","13:59:32","Send","S6F5","","0D51","ON",
"46","02/08","13:59:31","Send","S6F11","118800 (1D010h)","0D50","OFF",
"47","02/08","13:59:31","Send","S6F1","","0D4F","OFF",
"48","02/08","13:59:31","Send","S6F1","","0D4E","OFF",
"49","02/08","13:59:31","Recv","S6F6","","0D4D","OFF",
"50","02/08","13:59:31","Send","S6F5","","0D4D","ON",
"51","02/08","13:59:31","Send","S6F11","118816 (1D020h)","0D4C","OFF",
"52","02/08","13:59:30","Recv","S6F6","","0D4B","OFF",
"53","02/08","13:59:30","Send","S6F5","","0D4B","ON",
"54","02/08","13:59:30","Send","S6F1","","0D4A","OFF",
"55","02/08","13:59:29","Send","S6F1","","0D49","OFF",
"56","02/08","13:59:29","Send","S6F1","","0D48","OFF",
"57","02/08","13:59:29","Send","S6F1","","0D47","OFF",
"58","02/08","13:59:28","Send","S6F1","","0D46","OFF",
"59","02/08","13:59:28","Send","S6F1","","0D45","OFF",
"60","02/08","13:59:28","Send","S6F11","105268 (19B34h)","0D44","OFF",
"61","02/08","13:59:28","Send","S6F11","102416 (19010h)","0D43","OFF",
"62","02/08","13:59:28","Send","S6F1","","0D42","OFF",
"63","02/08","13:59:28","Send","S6F1","","0D41","OFF",
"64","02/08","13:59:27","Send","S6F1","","0D40","OFF",
"65","02/08","13:59:27","Send","S6F1","","0D3F","OFF",
"66","02/08","13:59:27","Send","S6F11","105268 (19B34h)","0D3E","OFF",
"67","02/08","13:59:27","Send","S6F11","102416 (19010h)","0D3D","OFF",
"68","02/08","13:59:27","Send","S6F1","","0D3C","OFF",
"69","02/08","13:59:27","Send","S6F1","","0D3B","OFF",
"70","02/08","13:59:26","Send","S6F1","","0D3A","OFF",
"71","02/08","13:59:26","Send","S6F1","","0D39","OFF",
"72","02/08","13:59:26","Send","S6F11","105266 (19B32h)","0D38","OFF",
"73","02/08","13:59:26","Send","S6F11","102416 (19010h)","0D37","OFF",
"74","02/08","13:59:26","Send","S6F11","105282 (19B42h)","0D36","OFF",
"75","02/08","13:59:26","Send","S6F1","","0D35","OFF",
"76","02/08","13:59:26","Send","S6F1","","0D34","OFF",
"77","02/08","13:59:26","Recv","S6F6","","0D33","OFF",
"78","02/08","13:59:26","Send","S6F5","","0D33","ON",
"79","02/08","13:59:26","Send","S6F11","105298 (19B52h)","0D32","OFF",
"80","02/08","13:59:26","Recv","S6F6","","0D31","OFF",
"81","02/08","13:59:25","Send","S6F5","","0D31","ON",
"82","02/08","13:59:25","Send","S6F1","","0D30","OFF",
"83","02/08","13:59:25","Send","S6F1","","0D2F","OFF",
"84","02/08","13:59:25","Send","S6F1","","0D2E","OFF",
"85","02/08","13:59:25","Send","S6F1","","0D2D","OFF",
"86","02/08","13:59:24","Send","S6F11","105266 (19B32h)","0D2C","OFF",
"87","02/08","13:59:24","Send","S6F1","","0D2B","OFF",
"88","02/08","13:59:24","Send","S6F1","","0D2A","OFF",
"89","02/08","13:59:24","Send","S6F11","102432 (19020h)","0D29","OFF",
"90","02/08","13:59:24","Send","S6F11","119056 (1D110h)","0D28","OFF",
"91","02/08","13:59:24","Recv","S6F6","","0D27","OFF",
"92","02/08","13:59:24","Send","S6F5","","0D27","ON",
"93","02/08","13:59:24","Send","S6F11","77922 (13062h)","0D26","OFF",
"94","02/08","13:59:24","Send","S6F11","105268 (19B34h)","0D25","OFF",
"95","02/08","13:59:24","Send","S6F11","102416 (19010h)","0D24","OFF",
"96","02/08","13:59:24","Send","S6F1","","0D23","OFF",
"97","02/08","13:59:24","Send","S6F1","","0D22","OFF",
"98","02/08","13:59:24","Send","S6F11","105268 (19B34h)","0D21","OFF",
"99","02/08","13:59:24","Send","S6F11","102416 (19010h)","0D20","OFF",
"100","02/08","13:59:24","Send","S6F11","118944 (1D0A0h)","0D1F","OFF",
"101","02/08","13:59:24","Recv","S6F6","","0D1E","OFF",
"102","02/08","13:59:23","Send","S6F5","","0D1E","ON",
"103","02/08","13:59:23","Send","S6F11","118800 (1D010h)","0D1D","OFF",
"104","02/08","13:59:23","Recv","S6F6","","0D1A","OFF",
"105","02/08","13:59:23","Send","S6F1","","0D1C","OFF",
"106","02/08","13:59:23","Send","S6F1","","0D1B","OFF",
"107","02/08","13:59:23","Send","S6F5","","0D1A","ON",
"108","02/08","13:59:23","Send","S6F11","118816 (1D020h)","0D19","OFF",
"109","02/08","13:59:23","Recv","S6F6","","0D18","OFF",
"110","02/08","13:59:23","Send","S6F5","","0D18","ON",
"111","02/08","13:59:23","Send","S6F11","105268 (19B34h)","0D17","OFF",
"112","02/08","13:59:23","Send","S6F11","102416 (19010h)","0D16","OFF",
"113","02/08","13:59:23","Send","S6F1","","0D15","OFF",
"114","02/08","13:59:23","Send","S6F1","","0D14","OFF",
"115","02/08","13:59:23","Send","S6F11","105300 (19B54h)","0D13","OFF",
"116","02/08","13:59:23","Recv","S6F6","","0D12","OFF",
"117","02/08","13:59:22","Send","S6F5","","0D12","ON",
"118","02/08","13:59:22","Send","S6F11","105268 (19B34h)","0D11","OFF",
"119","02/08","13:59:22","Send","S6F1","","0D10","OFF",
"120","02/08","13:59:22","Send","S6F1","","0D0F","OFF",
"121","02/08","13:59:22","Send","S6F11","102416 (19010h)","0D0E","OFF",
"122","02/08","13:59:22","Send","S6F11","105300 (19B54h)","0D0D","OFF",
"123","02/08","13:59:22","Send","S6F1","","0D0C","OFF",
"124","02/08","13:59:22","Recv","S6F6","","0D0A","OFF",
"125","02/08","13:59:22","Send","S6F1","","0D0B","OFF",
"126","02/08","13:59:22","Send","S6F5","","0D0A","ON",
"127","02/08","13:59:22","Send","S6F11","118912 (1D080h)","0D09","OFF",
"128","02/08","13:59:22","Recv","S6F6","","0D08","OFF",
"129","02/08","13:59:21","Send","S6F5","","0D08","ON",
"130","02/08","13:59:21","Send","S6F11","118800 (1D010h)","0D07","OFF",
"131","02/08","13:59:21","Recv","S6F6","","0D04","OFF",
"132","02/08","13:59:21","Send","S6F1","","0D06","OFF",
"133","02/08","13:59:21","Send","S6F1","","0D05","OFF",
"134","02/08","13:59:21","Send","S6F5","","0D04","ON",
"135","02/08","13:59:21","Send","S6F11","118816 (1D020h)","0D03","OFF",
"136","02/08","13:59:21","Recv","S6F6","","0D02","OFF",
"137","02/08","13:59:21","Send","S6F5","","0D02","ON",
"138","02/08","13:59:21","Send","S6F11","118960 (1D0B0h)","0D01","OFF",
"139","02/08","13:59:21","Send","S6F1","","0D00","OFF",
"140","02/08","13:59:21","Recv","S6F6","","0CFE","OFF",
"141","02/08","13:59:21","Send","S6F1","","0CFF","OFF",
"142","02/08","13:59:21","Send","S6F5","","0CFE","ON",
"143","02/08","13:59:21","Send","S6F11","78033 (130D1h)","0CFD","OFF",
"144","02/08","13:59:21","Send","S6F11","118800 (1D010h)","0CFC","OFF",
"145","02/08","13:59:21","Recv","S6F6","","0CFB","OFF",
"146","02/08","13:59:20","Send","S6F5","","0CFB","ON",
"147","02/08","13:59:20","Send","S6F11","118816 (1D020h)","0CFA","OFF",
"148","02/08","13:59:20","Recv","S6F6","","0CF7","OFF",
"149","02/08","13:59:20","Send","S6F1","","0CF9","OFF",
"150","02/08","13:59:20","Send","S6F1","","0CF8","OFF",
"151","02/08","13:59:20","Send","S6F5","","0CF7","ON",
"152","02/08","13:59:20","Send","S6F11","118944 (1D0A0h)","0CF6","OFF",
"153","02/08","13:59:20","Recv","S6F6","","0CF5","OFF",
"154","02/08","13:59:20","Send","S6F5","","0CF5","ON",
"155","02/08","13:59:20","Send","S6F11","78209 (13181h)","0CF4","OFF",
"156","02/08","13:59:20","Send","S6F11","118800 (1D010h)","0CF3","OFF",
"157","02/08","13:59:20","Send","S6F1","","0CF2","OFF",
"158","02/08","13:59:20","Recv","S6F6","","0CF0","OFF",
"159","02/08","13:59:20","Send","S6F1","","0CF1","OFF",
"160","02/08","13:59:20","Send","S6F5","","0CF0","ON",
"161","02/08","13:59:20","Send","S6F11","118816 (1D020h)","0CEF","OFF",
"162","02/08","13:59:20","Recv","S6F6","","0CEE","OFF",
"163","02/08","13:59:19","Send","S6F5","","0CEE","ON",
"164","02/08","13:59:19","Send","S6F11","102448 (19030h)","0CED","OFF",
"165","02/08","13:59:19","Send","S6F1","","0CEC","OFF",
"166","02/08","13:59:19","Send","S6F1","","0CEB","OFF",
"167","02/08","13:59:19","Send","S6F11","105283 (19B43h)","0CEA","OFF",
"168","02/08","13:59:19","Recv","S6F6","","0CE9","OFF",
"169","02/08","13:59:19","Send","S6F5","","0CE9","ON",
"170","02/08","13:59:19","Send","S6F11","98384 (18050h)","0CE8","OFF",
"171","02/08","13:59:19","Send","S6F1","","0CE7","OFF",
"172","02/08","13:59:19","Send","S6F1","","0CE6","OFF",
"173","02/08","13:59:19","Send","S6F1","","0CE5","OFF",
"174","02/08","13:59:19","Send","S6F1","","0CE4","OFF",
"175","02/08","13:59:19","Recv","S6F6","","0CE1","OFF",
"176","02/08","13:59:19","Send","S6F1","","0CE3","OFF",
"177","02/08","13:59:19","Send","S6F1","","0CE2","OFF",
"178","02/08","13:59:19","Send","S6F5","","0CE1","ON",
"179","02/08","13:59:19","Send","S6F11","98384 (18050h)","0CE0","OFF",
"180","02/08","13:59:19","Send","S6F1","","0CDF","OFF",
"181","02/08","13:59:19","Send","S6F1","","0CDE","OFF",
"182","02/08","13:59:19","Send","S6F1","","0CDD","OFF",
"183","02/08","13:59:19","Send","S6F1","","0CDC","OFF",
"184","02/08","13:59:18","Send","S6F1","","0CDB","OFF",
"185","02/08","13:59:18","Send","S6F1","","0CDA","OFF",
"186","02/08","13:59:18","Send","S6F1","","0CD9","OFF",
"187","02/08","13:59:18","Send","S6F1","","0CD8","OFF",
"188","02/08","13:59:18","Send","S6F1","","0CD7","OFF",
"189","02/08","13:59:18","Send","S6F1","","0CD6","OFF",
"190","02/08","13:59:18","Send","S6F1","","0CD5","OFF",
"191","02/08","13:59:18","Send","S6F1","","0CD4","OFF",
"192","02/08","13:59:17","Recv","S6F6","","0CD3","OFF",
"193","02/08","13:59:17","Send","S6F5","","0CD3","ON",
"194","02/08","13:59:17","Send","S6F11","98384 (18050h)","0CD2","OFF",
"195","02/08","13:59:17","Send","S6F1","","0CD1","OFF",
"196","02/08","13:59:17","Send","S6F1","","0CD0","OFF",
"197","02/08","13:59:16","Send","S6F1","","0CCF","OFF",
"198","02/08","13:59:16","Send","S6F1","","0CCE","OFF",
"199","02/08","13:59:16","Send","S6F1","","0CCD","OFF",
"200","02/08","13:59:16","Send","S6F1","","0CCC","OFF",
"201","02/08","13:59:16","Send","S6F1","","0CCB","OFF",
"202","02/08","13:59:15","Send","S6F1","","0CCA","OFF",
"203","02/08","13:59:15","Send","S6F1","","0CC9","OFF",
"204","02/08","13:59:15","Send","S6F1","","0CC8","OFF",
"205","02/08","13:59:15","Recv","S6F6","","0CC7","OFF",
"206","02/08","13:59:14","Send","S6F5","","0CC7","ON",
"207","02/08","13:59:14","Send","S6F11","98384 (18050h)","0CC6","OFF",
"208","02/08","13:59:13","Send","S6F1","","0CC5","OFF",
"209","02/08","13:59:13","Send","S6F1","","0CC4","OFF",
"210","02/08","13:59:13","Send","S6F1","","0CC3","OFF",
"211","02/08","13:59:13","Send","S6F1","","0CC2","OFF",
"212","02/08","13:59:12","Send","S6F1","","0CC1","OFF",
"213","02/08","13:59:12","Send","S6F1","","0CC0","OFF",
"214","02/08","13:59:12","Send","S6F1","","0CBF","OFF",
"215","02/08","13:59:12","Send","S6F1","","0CBE","OFF",
"216","02/08","13:59:12","Recv","S6F6","","0CBD","OFF",
"217","02/08","13:59:11","Send","S6F5","","0CBD","ON",
"218","02/08","13:59:11","Send","S6F11","98384 (18050h)","0CBC","OFF",
"219","02/08","13:59:11","Send","S6F1","","0CBB","OFF",
"220","02/08","13:59:10","Send","S6F1","","0CBA","OFF",
"221","02/08","13:59:10","Send","S6F1","","0CB9","OFF",
"222","02/08","13:59:10","Send","S6F1","","0CB8","OFF",
"223","02/08","13:59:09","Recv","S6F6","","0CB7","OFF",
"224","02/08","13:59:09","Send","S6F5","","0CB7","ON",
"225","02/08","13:59:09","Send","S6F11","98384 (18050h)","0CB6","OFF",
"226","02/08","13:59:08","Send","S6F1","","0CB5","OFF",
"227","02/08","13:59:08","Send","S6F1","","0CB4","OFF",
"228","02/08","13:59:08","Send","S6F1","","0CB3","OFF",
