FileName = C:\Users\tnguyen02\Documents\02-OneComm Escalation\TSMC\300134810-Missing DepFinished Event\04-01-18\Project\UPC\Work\CollectLog\CcuFiles\Log\Meslog.ml_30

LogCount = 4149
Version = 0

"Index","Date","Time","Status","Message","CEID","Trans.ID","W-Bit"
"0","03/28","00:46:06","Send","S6F11","78050 (130E2h)","82D5","ON",
"1","03/28","00:46:02","Recv","S6F12","","82D4","OFF",
"2","03/28","00:46:02","Send","S6F11","78034 (130D2h)","82D4","ON",
"3","03/28","00:45:55","Recv","S6F12","","82D3","OFF",
"4","03/28","00:45:55","Send","S6F11","102432 (19020h)","82D3","ON",
"5","03/28","00:45:55","Recv","S6F12","","82D2","OFF",
"6","03/28","00:45:55","Send","S6F11","77923 (13063h)","82D2","ON",
"7","03/28","00:45:31","Recv","S6F12","","82D1","OFF",
"8","03/28","00:45:30","Send","S6F11","78275 (131C3h)","82D1","ON",
"9","03/28","00:45:23","Recv","S6F12","","82D0","OFF",
"10","03/28","00:45:23","Send","S6F11","78259 (131B3h)","82D0","ON",
"11","03/28","00:45:15","Recv","S6F12","","82CF","OFF",
"12","03/28","00:45:15","Send","S6F11","78242 (131A2h)","82CF","ON",
"13","03/28","00:45:03","Recv","S6F12","","82CE","OFF",
"14","03/28","00:45:03","Send","S6F11","78226 (13192h)","82CE","ON",
"15","03/28","00:44:31","Recv","S6F12","","82CD","OFF",
"16","03/28","00:44:31","Send","S6F11","78082 (13102h)","82CD","ON",
"17","03/28","00:44:27","Recv","S6F12","","82CC","OFF",
"18","03/28","00:44:27","Send","S6F11","78066 (130F2h)","82CC","ON",
"19","03/28","00:44:26","Recv","S6F12","","82CB","OFF",
"20","03/28","00:44:26","Send","S6F11","78050 (130E2h)","82CB","ON",
"21","03/28","00:44:22","Recv","S6F12","","82CA","OFF",
"22","03/28","00:44:22","Send","S6F11","78034 (130D2h)","82CA","ON",
"23","03/28","00:44:11","Recv","S6F12","","82C9","OFF",
"24","03/28","00:44:11","Send","S6F11","102432 (19020h)","82C9","ON",
"25","03/28","00:44:11","Recv","S6F12","","82C8","OFF",
"26","03/28","00:44:11","Send","S6F11","77922 (13062h)","82C8","ON",
"27","03/28","00:44:03","Recv","S6F12","","82C7","OFF",
"28","03/28","00:44:03","Send","S6F11","77939 (13073h)","82C7","ON",
"29","03/28","00:43:47","Recv","S6F12","","82C6","OFF",
"30","03/28","00:43:47","Send","S6F11","78274 (131C2h)","82C6","ON",
"31","03/28","00:43:39","Recv","S6F12","","82C5","OFF",
"32","03/28","00:43:39","Send","S6F11","78258 (131B2h)","82C5","ON",
"33","03/28","00:43:31","Recv","S6F12","","82C4","OFF",
"34","03/28","00:43:31","Send","S6F11","78242 (131A2h)","82C4","ON",
"35","03/28","00:43:23","Recv","S6F12","","82C3","OFF",
"36","03/28","00:43:23","Send","S6F11","78226 (13192h)","82C3","ON",
"37","03/28","00:43:22","Recv","S6F12","","82C2","OFF",
"38","03/28","00:43:22","Send","S6F11","77938 (13072h)","82C2","ON",
"39","03/28","00:40:04","Recv","S6F12","","82C1","OFF",
"40","03/28","00:40:04","Send","S6F11","78082 (13102h)","82C1","ON",
"41","03/28","00:40:00","Recv","S6F12","","82C0","OFF",
"42","03/28","00:40:00","Send","S6F11","78066 (130F2h)","82C0","ON",
"43","03/28","00:39:59","Recv","S6F12","","82BF","OFF",
"44","03/28","00:39:59","Send","S6F11","78050 (130E2h)","82BF","ON",
"45","03/28","00:39:56","Recv","S6F12","","82BE","OFF",
"46","03/28","00:39:56","Send","S6F11","78034 (130D2h)","82BE","ON",
"47","03/28","00:39:56","Recv","S6F12","","82BD","OFF",
