FileName = C:\Users\tnguyen02\Documents\OneComm Escalation\Samsung\300130350-Event Delay\B6269_SAS_MsgLost\Data Collection\08Feb2018\Project\UPC\Work\CollectLog\CcuFiles\Log\Meslog.ml_00

LogCount = 1411
Version = 0

"Index","Date","Time","Status","Message","CEID","Trans.ID","W-Bit"
"0","02/08","12:37:44","Send","S6F1","","A4F6","OFF",
"1","02/08","12:37:44","Send","S6F1","","A4F5","OFF",
"2","02/08","12:37:43","Send","S6F1","","A4F4","OFF",
"3","02/08","12:37:43","Send","S6F1","","A4F3","OFF",
"4","02/08","12:37:43","Send","S6F1","","A4F2","OFF",
"5","02/08","12:37:43","Send","S6F1","","A4F1","OFF",
"6","02/08","12:37:42","Send","S6F1","","A4F0","OFF",
"7","02/08","12:37:42","Send","S6F1","","A4EF","OFF",
"8","02/08","12:37:42","Send","S6F1","","A4EE","OFF",
"9","02/08","12:37:42","Send","S6F1","","A4ED","OFF",
"10","02/08","12:37:41","Send","S6F11","105268 (19B34h)","A4EC","OFF",
"11","02/08","12:37:41","Send","S6F11","102416 (19010h)","A4EB","OFF",
"12","02/08","12:37:41","Send","S6F1","","A4EA","OFF",
"13","02/08","12:37:41","Send","S6F1","","A4E9","OFF",
"14","02/08","12:37:41","Send","S6F1","","A4E8","OFF",
"15","02/08","12:37:41","Send","S6F1","","A4E7","OFF",
"16","02/08","12:37:40","Send","S6F1","","A4E6","OFF",
"17","02/08","12:37:40","Send","S6F1","","A4E5","OFF",
"18","02/08","12:37:40","Send","S6F11","105266 (19B32h)","A4E4","OFF",
"19","02/08","12:37:40","Send","S6F11","102416 (19010h)","A4E3","OFF",
"20","02/08","12:37:40","Send","S6F11","105282 (19B42h)","A4E2","OFF",
"21","02/08","12:37:40","Recv","S6F6","","A4E0","OFF",
"22","02/08","12:37:40","Send","S6F1","","A4E1","OFF",
"23","02/08","12:37:40","Send","S6F5","","A4E0","ON",
"24","02/08","12:37:40","Send","S6F1","","A4DF","OFF",
"25","02/08","12:37:40","Send","S6F11","105298 (19B52h)","A4DE","OFF",
"26","02/08","12:37:39","Recv","S6F6","","A4DD","OFF",
