FileName = C:\Users\tnguyen02\Documents\OneComm Escalation\Samsung\300130350-Event Delay\B6269_SAS_MsgLost\Data Collection\08Feb2018\Project\UPC\Work\CollectLog\CcuFiles\Log\Meslog.ml_08

LogCount = 1376
Version = 0

"Index","Date","Time","Status","Message","CEID","Trans.ID","W-Bit"
"0","02/08","13:04:21","Send","S6F1","","CD41","OFF",
"1","02/08","13:04:21","Send","S6F1","","CD40","OFF",
"2","02/08","13:04:21","Send","S6F1","","CD3F","OFF",
"3","02/08","13:04:20","Send","S6F1","","CD3E","OFF",
"4","02/08","13:04:20","Send","S6F1","","CD3D","OFF",
"5","02/08","13:04:20","Send","S6F1","","CD3C","OFF",
"6","02/08","13:04:20","Send","S6F1","","CD3B","OFF",
"7","02/08","13:04:19","Send","S6F1","","CD3A","OFF",
"8","02/08","13:04:19","Send","S6F1","","CD39","OFF",
"9","02/08","13:04:19","Send","S6F1","","CD38","OFF",
"10","02/08","13:04:19","Send","S6F1","","CD37","OFF",
"11","02/08","13:04:18","Send","S6F1","","CD36","OFF",
"12","02/08","13:04:18","Send","S6F1","","CD35","OFF",
"13","02/08","13:04:18","Send","S6F1","","CD33","OFF",
"14","02/08","13:04:18","Send","S6F1","","CD32","OFF",
"15","02/08","13:04:17","Send","S6F1","","CD31","OFF",
"16","02/08","13:04:17","Send","S6F1","","CD30","OFF",
"17","02/08","13:04:17","Send","S6F1","","CD2F","OFF",
"18","02/08","13:04:17","Send","S6F1","","CD2E","OFF",
"19","02/08","13:04:16","Send","S6F1","","CD2D","OFF",
"20","02/08","13:04:16","Send","S6F1","","CD2C","OFF",
"21","02/08","13:04:16","Send","S6F11","118960 (1D0B0h)","CD2B","OFF",
"22","02/08","13:04:16","Recv","S6F6","","CD28","OFF",
"23","02/08","13:04:16","Send","S6F1","","CD2A","OFF",
"24","02/08","13:04:16","Send","S6F1","","CD29","OFF",
"25","02/08","13:04:16","Send","S6F5","","CD28","ON",
"26","02/08","13:04:16","Send","S6F11","118800 (1D010h)","CD27","OFF",
"27","02/08","13:04:16","Recv","S6F6","","CD26","OFF",
"28","02/08","13:04:15","Send","S6F5","","CD26","ON",
"29","02/08","13:04:15","Send","S6F11","118816 (1D020h)","CD25","OFF",
"30","02/08","13:04:15","Recv","S6F6","","CD22","OFF",
"31","02/08","13:04:15","Send","S6F1","","CD24","OFF",
"32","02/08","13:04:15","Send","S6F1","","CD23","OFF",
"33","02/08","13:04:15","Send","S6F5","","CD22","ON",
"34","02/08","13:04:15","Send","S6F11","78209 (13181h)","CD21","OFF",
"35","02/08","13:04:15","Send","S6F1","","CD20","OFF",
"36","02/08","13:04:15","Send","S6F1","","CD1F","OFF",
"37","02/08","13:04:14","Send","S6F1","","CD1E","OFF",
"38","02/08","13:04:14","Send","S6F1","","CD1D","OFF",
"39","02/08","13:04:14","Send","S6F1","","CD1C","OFF",
"40","02/08","13:04:14","Send","S6F1","","CD1B","OFF",
"41","02/08","13:04:13","Send","S6F1","","CD1A","OFF",
"42","02/08","13:04:13","Send","S6F1","","CD19","OFF",
"43","02/08","13:04:13","Send","S6F1","","CD18","OFF",
"44","02/08","13:04:13","Send","S6F1","","CD17","OFF",
