FileName = C:\Users\skinner\Documents\Customers\Global Foundries\ALD\Malta\300137135 RTA2471 Lots Beign Rejected\Project\UPC\Work\CollectLog\CcuFiles\Log\Meslog.ml_01

LogCount = 170
Version = 0

"Index","Date","Time","Status","Message","CEID","Trans.ID","W-Bit"
"0","03/21","17:56:45","Send","S7F20","","01EB","OFF",
"1","03/21","17:56:45","Recv","S7F19","","01EB","ON",
"2","03/21","17:56:45","Send","S7F20","","01EA","OFF",
"3","03/21","17:56:44","Recv","S7F19","","01EA","ON",
"4","03/21","17:56:44","Send","S16F22","","01E9","OFF",
"5","03/21","17:56:44","Recv","S16F21","","01E9","ON",
"6","03/21","17:56:44","Send","S7F20","","01E8","OFF",
"7","03/21","17:56:44","Recv","S7F19","","01E8","ON",
"8","03/21","17:56:44","Send","S7F20","","01E7","OFF",
"9","03/21","17:56:44","Recv","S7F19","","01E7","ON",
"10","03/21","17:56:13","Recv","S6F12","","0071","OFF",
"11","03/21","17:56:13","Send","S6F11","119040 (1D100h)","0071","ON",
"12","03/21","17:56:13","Recv","S6F12","","0070","OFF",
"13","03/21","17:56:13","Send","S6F11","118896 (1D070h)","0070","ON",
"14","03/21","17:56:13","Recv","S6F12","","006F","OFF",
"15","03/21","17:56:13","Send","S6F11","119040 (1D100h)","006F","ON",
"16","03/21","17:56:13","Recv","S6F12","","006E","OFF",
"17","03/21","17:56:13","Send","S6F11","118896 (1D070h)","006E","ON",
"18","03/21","17:56:13","Recv","S6F12","","006D","OFF",
"19","03/21","17:56:13","Send","S6F11","119040 (1D100h)","006D","ON",
"20","03/21","17:56:13","Recv","S6F12","","006C","OFF",
"21","03/21","17:56:13","Send","S6F11","118896 (1D070h)","006C","ON",
"22","03/21","17:56:13","Recv","S6F12","","006B","OFF",
"23","03/21","17:56:13","Send","S6F11","119040 (1D100h)","006B","ON",
"24","03/21","17:56:13","Recv","S6F12","","006A","OFF",
"25","03/21","17:56:13","Send","S6F11","118896 (1D070h)","006A","ON",
"26","03/21","17:56:13","Recv","S6F12","","0069","OFF",
"27","03/21","17:56:13","Send","S6F11","119040 (1D100h)","0069","ON",
"28","03/21","17:56:12","Recv","S6F12","","0068","OFF",
"29","03/21","17:56:12","Send","S6F11","118896 (1D070h)","0068","ON",
"30","03/21","17:56:12","Recv","S6F12","","0067","OFF",
"31","03/21","17:56:12","Send","S6F11","119040 (1D100h)","0067","ON",
"32","03/21","17:56:12","Recv","S6F12","","0066","OFF",
"33","03/21","17:56:12","Send","S6F11","118896 (1D070h)","0066","ON",
"34","03/21","17:56:12","Recv","S6F12","","0065","OFF",
"35","03/21","17:56:12","Send","S6F11","106832 (1A150h)","0065","ON",
