FileName = C:\Users\skinner\Documents\Customers\Global Foundries\ALD\Malta\300137135 RTA2471 Lots Beign Rejected\Project\UPC\Work\CollectLog\CcuFiles\Log\Meslog.ml_00

LogCount = 542
Version = 0

"Index","Date","Time","Status","Message","CEID","Trans.ID","W-Bit"
"0","03/21","16:49:44","Send","S2F30","","00CC","OFF",
"1","03/21","16:49:39","Recv","S2F29","","00CC","ON",
"2","03/21","16:49:38","Send","S1F12","","00C8","OFF",
"3","03/21","16:49:32","Recv","S1F11","","00C8","ON",
"4","03/21","16:49:32","Send","S2F16","","00C7","OFF",
"5","03/21","16:49:32","Recv","S2F15","","00C7","ON",
"6","03/21","16:49:32","Send","S2F14","","00C6","OFF",
"7","03/21","16:49:32","Recv","S2F13","","00C6","ON",
"8","03/21","16:49:32","Send","S5F4","","00C5","OFF",
"9","03/21","16:49:32","Recv","S5F3","","00C5","ON",
"10","03/21","16:49:32","Send","S2F38","","00C4","OFF",
"11","03/21","16:49:32","Recv","S2F37","","00C4","ON",
"12","03/21","16:49:32","Send","S2F36","","00C3","OFF",
"13","03/21","16:49:32","Recv","S2F35","","00C3","ON",
"14","03/21","16:49:32","Send","S2F34","","00C2","OFF",
"15","03/21","16:49:32","Recv","S2F33","","00C2","ON",
"16","03/21","16:49:32","Send","S2F34","","00C1","OFF",
"17","03/21","16:49:32","Recv","S2F33","","00C1","ON",
"18","03/21","16:49:32","Send","S2F36","","00C0","OFF",
"19","03/21","16:49:32","Recv","S2F35","","00C0","ON",
"20","03/21","16:49:32","Send","S2F38","","00BF","OFF",
"21","03/21","16:49:32","Recv","S2F37","","00BF","ON",
"22","03/21","16:49:32","Send","S2F38","","00BE","OFF",
"23","03/21","16:49:32","Recv","S2F37","","00BE","ON",
"24","03/21","16:49:32","Send","S2F34","","00BD","OFF",
"25","03/21","16:49:32","Recv","S2F33","","00BD","ON",
"26","03/21","16:49:32","Send","S2F34","","00BC","OFF",
"27","03/21","16:49:32","Recv","S2F33","","00BC","ON",
"28","03/21","16:49:32","Send","S2F34","","00BB","OFF",
"29","03/21","16:49:32","Recv","S2F33","","00BB","ON",
"30","03/21","16:49:32","Send","S2F34","","00BA","OFF",
"31","03/21","16:49:32","Recv","S2F33","","00BA","ON",
"32","03/21","16:49:32","Send","S2F34","","00B9","OFF",
"33","03/21","16:49:32","Recv","S2F33","","00B9","ON",
"34","03/21","16:49:32","Send","S2F34","","00B8","OFF",
"35","03/21","16:49:32","Recv","S2F33","","00B8","ON",
"36","03/21","16:49:32","Send","S2F34","","00B7","OFF",
"37","03/21","16:49:32","Recv","S2F33","","00B7","ON",
"38","03/21","16:49:32","Send","S2F34","","00B6","OFF",
"39","03/21","16:49:32","Recv","S2F33","","00B6","ON",
"40","03/21","16:49:32","Send","S2F34","","00B5","OFF",
"41","03/21","16:49:32","Recv","S2F33","","00B5","ON",
"42","03/21","16:49:32","Send","S2F34","","00B4","OFF",
"43","03/21","16:49:32","Recv","S2F33","","00B4","ON",
"44","03/21","16:49:32","Send","S2F34","","00B3","OFF",
"45","03/21","16:49:31","Recv","S2F33","","00B3","ON",
"46","03/21","16:49:31","Send","S2F34","","00B2","OFF",
"47","03/21","16:49:31","Recv","S2F33","","00B2","ON",
"48","03/21","16:49:31","Send","S2F34","","00B1","OFF",
"49","03/21","16:49:31","Recv","S2F33","","00B1","ON",
"50","03/21","16:49:31","Send","S2F34","","00B0","OFF",
"51","03/21","16:49:31","Recv","S2F33","","00B0","ON",
"52","03/21","16:49:31","Send","S2F34","","00AF","OFF",
"53","03/21","16:49:31","Recv","S2F33","","00AF","ON",
"54","03/21","16:49:31","Send","S2F34","","00AE","OFF",
"55","03/21","16:49:31","Recv","S2F33","","00AE","ON",
"56","03/21","16:49:31","Send","S2F34","","00AD","OFF",
"57","03/21","16:49:31","Recv","S2F33","","00AD","ON",
"58","03/21","16:49:31","Send","S2F34","","00AC","OFF",
"59","03/21","16:49:31","Recv","S2F33","","00AC","ON",
"60","03/21","16:49:31","Send","S2F34","","00AB","OFF",
"61","03/21","16:49:31","Recv","S2F33","","00AB","ON",
"62","03/21","16:49:31","Send","S2F34","","00AA","OFF",
"63","03/21","16:49:31","Recv","S2F33","","00AA","ON",
"64","03/21","16:49:31","Send","S2F34","","00A9","OFF",
"65","03/21","16:49:31","Recv","S2F33","","00A9","ON",
"66","03/21","16:49:31","Send","S2F34","","00A8","OFF",
"67","03/21","16:49:31","Recv","S2F33","","00A8","ON",
"68","03/21","16:49:31","Send","S2F34","","00A7","OFF",
"69","03/21","16:49:31","Recv","S2F33","","00A7","ON",
"70","03/21","16:49:31","Send","S2F34","","00A6","OFF",
"71","03/21","16:49:31","Recv","S2F33","","00A6","ON",
"72","03/21","16:49:31","Send","S2F34","","00A5","OFF",
"73","03/21","16:49:31","Recv","S2F33","","00A5","ON",
"74","03/21","16:49:31","Send","S2F34","","00A4","OFF",
"75","03/21","16:49:31","Recv","S2F33","","00A4","ON",
"76","03/21","16:49:31","Send","S2F34","","00A3","OFF",
"77","03/21","16:49:31","Recv","S2F33","","00A3","ON",
"78","03/21","16:49:31","Send","S2F34","","00A2","OFF",
"79","03/21","16:49:31","Recv","S2F33","","00A2","ON",
"80","03/21","16:49:31","Send","S2F34","","00A1","OFF",
"81","03/21","16:49:31","Recv","S2F33","","00A1","ON",
"82","03/21","16:49:31","Send","S2F34","","00A0","OFF",
"83","03/21","16:49:31","Recv","S2F33","","00A0","ON",
"84","03/21","16:49:31","Send","S2F34","","009F","OFF",
"85","03/21","16:49:31","Recv","S2F33","","009F","ON",
"86","03/21","16:49:31","Send","S2F34","","009E","OFF",
"87","03/21","16:49:31","Recv","S2F33","","009E","ON",
"88","03/21","16:49:31","Send","S2F34","","009D","OFF",
"89","03/21","16:49:31","Recv","S2F33","","009D","ON",
"90","03/21","16:49:31","Send","S2F34","","009C","OFF",
"91","03/21","16:49:31","Recv","S2F33","","009C","ON",
"92","03/21","16:49:31","Send","S2F34","","009B","OFF",
"93","03/21","16:49:31","Recv","S2F33","","009B","ON",
"94","03/21","16:49:31","Send","S2F34","","009A","OFF",
"95","03/21","16:49:31","Recv","S2F33","","009A","ON",
"96","03/21","16:49:31","Send","S2F34","","0099","OFF",
"97","03/21","16:49:31","Recv","S2F33","","0099","ON",
"98","03/21","16:49:31","Send","S2F34","","0098","OFF",
"99","03/21","16:49:31","Recv","S2F33","","0098","ON",
"100","03/21","16:49:31","Send","S2F34","","0097","OFF",
"101","03/21","16:49:31","Recv","S2F33","","0097","ON",
"102","03/21","16:49:31","Send","S2F34","","0096","OFF",
"103","03/21","16:49:31","Recv","S2F33","","0096","ON",
"104","03/21","16:49:31","Send","S2F34","","0095","OFF",
"105","03/21","16:49:31","Recv","S2F33","","0095","ON",
"106","03/21","16:49:31","Send","S2F34","","0094","OFF",
"107","03/21","16:49:31","Recv","S2F33","","0094","ON",
"108","03/21","16:49:31","Send","S2F34","","0093","OFF",
"109","03/21","16:49:31","Recv","S2F33","","0093","ON",
"110","03/21","16:49:31","Send","S2F34","","0092","OFF",
"111","03/21","16:49:31","Recv","S2F33","","0092","ON",
"112","03/21","16:49:31","Send","S2F34","","0091","OFF",
"113","03/21","16:49:31","Recv","S2F33","","0091","ON",
"114","03/21","16:49:31","Send","S2F14","","0090","OFF",
"115","03/21","16:49:31","Recv","S2F13","","0090","ON",
"116","03/21","16:49:31","Send","S2F34","","008F","OFF",
"117","03/21","16:49:31","Recv","S2F33","","008F","ON",
"118","03/21","16:49:31","Send","S2F36","","008E","OFF",
"119","03/21","16:49:31","Recv","S2F35","","008E","ON",
"120","03/21","16:49:31","Send","S2F36","","008D","OFF",
"121","03/21","16:49:31","Recv","S2F35","","008D","ON",
"122","03/21","16:49:31","Send","S2F36","","008C","OFF",
"123","03/21","16:49:31","Recv","S2F35","","008C","ON",
"124","03/21","16:49:31","Send","S2F36","","008B","OFF",
"125","03/21","16:49:31","Recv","S2F35","","008B","ON",
"126","03/21","16:49:31","Send","S2F36","","008A","OFF",
"127","03/21","16:49:31","Recv","S2F35","","008A","ON",
"128","03/21","16:49:31","Send","S2F36","","0089","OFF",
"129","03/21","16:49:31","Recv","S2F35","","0089","ON",
"130","03/21","16:49:31","Send","S2F36","","0088","OFF",
"131","03/21","16:49:31","Recv","S2F35","","0088","ON",
"132","03/21","16:49:31","Send","S2F36","","0087","OFF",
"133","03/21","16:49:31","Recv","S2F35","","0087","ON",
"134","03/21","16:49:31","Send","S2F36","","0086","OFF",
"135","03/21","16:49:31","Recv","S2F35","","0086","ON",
"136","03/21","16:49:31","Send","S2F36","","0085","OFF",
"137","03/21","16:49:31","Recv","S2F35","","0085","ON",
"138","03/21","16:49:31","Send","S2F36","","0084","OFF",
"139","03/21","16:49:31","Recv","S2F35","","0084","ON",
"140","03/21","16:49:31","Send","S2F36","","0083","OFF",
"141","03/21","16:49:31","Recv","S2F35","","0083","ON",
"142","03/21","16:49:31","Send","S2F36","","0082","OFF",
"143","03/21","16:49:31","Recv","S2F35","","0082","ON",
"144","03/21","16:49:31","Send","S2F36","","0081","OFF",
"145","03/21","16:49:31","Recv","S2F35","","0081","ON",
"146","03/21","16:49:31","Send","S2F36","","0080","OFF",
"147","03/21","16:49:31","Recv","S2F35","","0080","ON",
