FileName = C:\Users\skinner\Documents\Customers\Global Foundries\ALD\Malta\300137135 RTA2471 Lots Beign Rejected\Project\UPC\Work\CollectLog\CcuFiles\Log\Meslog.ml_02

LogCount = 108
Version = 0

"Index","Date","Time","Status","Message","CEID","Trans.ID","W-Bit"
"0","03/21","18:22:53","Send","S7F20","","0262","OFF",
"1","03/21","18:22:53","Recv","S7F19","","0262","ON",
"2","03/21","18:22:53","Send","S7F20","","0261","OFF",
"3","03/21","18:22:53","Recv","S7F19","","0261","ON",
"4","03/21","18:22:53","Send","S16F22","","0260","OFF",
"5","03/21","18:22:53","Recv","S16F21","","0260","ON",
"6","03/21","18:22:53","Send","S7F20","","025F","OFF",
"7","03/21","18:22:53","Recv","S7F19","","025F","ON",
"8","03/21","18:22:53","Send","S7F20","","025E","OFF",
"9","03/21","18:22:53","Recv","S7F19","","025E","ON",
"10","03/21","18:22:23","Recv","S6F12","","0099","OFF",
"11","03/21","18:22:23","Send","S6F11","119040 (1D100h)","0099","ON",
"12","03/21","18:22:23","Recv","S6F12","","0098","OFF",
"13","03/21","18:22:23","Send","S6F11","118896 (1D070h)","0098","ON",
"14","03/21","18:22:23","Recv","S6F12","","0097","OFF",
"15","03/21","18:22:23","Send","S6F11","119040 (1D100h)","0097","ON",
"16","03/21","18:22:23","Recv","S6F12","","0096","OFF",
"17","03/21","18:22:23","Send","S6F11","118896 (1D070h)","0096","ON",
"18","03/21","18:22:23","Recv","S6F12","","0095","OFF",
"19","03/21","18:22:23","Send","S6F11","119040 (1D100h)","0095","ON",
"20","03/21","18:22:23","Recv","S6F12","","0094","OFF",
"21","03/21","18:22:23","Send","S6F11","118896 (1D070h)","0094","ON",
"22","03/21","18:22:23","Recv","S6F12","","0093","OFF",
"23","03/21","18:22:23","Send","S6F11","119040 (1D100h)","0093","ON",
"24","03/21","18:22:23","Recv","S6F12","","0092","OFF",
"25","03/21","18:22:23","Send","S6F11","118896 (1D070h)","0092","ON",
"26","03/21","18:22:23","Recv","S6F12","","0091","OFF",
"27","03/21","18:22:23","Send","S6F11","119040 (1D100h)","0091","ON",
"28","03/21","18:22:22","Recv","S6F12","","0090","OFF",
"29","03/21","18:22:22","Send","S6F11","118896 (1D070h)","0090","ON",
"30","03/21","18:22:22","Recv","S6F12","","008F","OFF",
"31","03/21","18:22:22","Send","S6F11","119040 (1D100h)","008F","ON",
"32","03/21","18:22:22","Recv","S6F12","","008E","OFF",
"33","03/21","18:22:22","Send","S6F11","118896 (1D070h)","008E","ON",
"34","03/21","18:22:22","Recv","S6F12","","008D","OFF",
"35","03/21","18:22:22","Send","S6F11","106832 (1A150h)","008D","ON",
"36","03/21","18:22:22","Recv","S6F12","","008C","OFF",
"37","03/21","18:22:22","Send","S6F11","94416 (170D0h)","008C","ON",
"38","03/21","18:22:07","Recv","S6F12","","008B","OFF",
"39","03/21","18:22:07","Send","S6F11","107392 (1A380h)","008B","ON",
"40","03/21","18:22:04","Recv","S6F12","","008A","OFF",
"41","03/21","18:22:04","Send","S6F11","106752 (1A100h)","008A","ON",
"42","03/21","18:22:04","Send","S3F18","","025C","OFF",
"43","03/21","18:22:04","Recv","S3F17","","025C","ON",
"44","03/21","18:22:04","Send","S14F2","","025B","OFF",
"45","03/21","18:22:04","Recv","S14F1","","025B","ON",
"46","03/21","18:22:04","Recv","S6F12","","0089","OFF",
"47","03/21","18:22:04","Send","S6F11","106992 (1A1F0h)","0089","ON",
"48","03/21","18:22:04","Recv","S6F12","","0088","OFF",
"49","03/21","18:22:04","Send","S6F11","106896 (1A190h)","0088","ON",
"50","03/21","18:22:04","Recv","S6F12","","0087","OFF",
"51","03/21","18:22:04","Send","S6F11","106816 (1A140h)","0087","ON",
"52","03/21","18:22:03","Recv","S6F12","","0086","OFF",
"53","03/21","18:22:03","Send","S6F11","106672 (1A0B0h)","0086","ON",
"54","03/21","18:22:03","Recv","S6F12","","0085","OFF",
"55","03/21","18:22:03","Send","S6F11","106640 (1A090h)","0085","ON",
"56","03/21","18:22:03","Recv","S6F12","","0084","OFF",
"57","03/21","18:22:03","Send","S6F11","107392 (1A380h)","0084","ON",
"58","03/21","18:22:02","Recv","S6F12","","0083","OFF",
"59","03/21","18:22:02","Send","S6F11","94352 (17090h)","0083","ON",
"60","03/21","18:21:55","Recv","S6F12","","0082","OFF",
"61","03/21","18:21:55","Send","S6F11","107392 (1A380h)","0082","ON",
"62","03/21","18:21:51","Recv","S6F12","","0081","OFF",
"63","03/21","18:21:51","Send","S6F11","107216 (1A2D0h)","0081","ON",
"64","03/21","18:15:48","Send","S14F2","","0242","OFF",
"65","03/21","18:15:48","Recv","S14F1","","0242","ON",
"66","03/21","18:15:48","Send","S14F2","","023E","OFF",
"67","03/21","18:15:48","Recv","S14F1","","023E","ON",
"68","03/21","18:15:48","Send","S2F30","","023C","OFF",
"69","03/21","18:15:43","Recv","S2F29","","023C","ON",
"70","03/21","18:00:29","Recv","S6F12","","0080","OFF",
"71","03/21","18:00:29","Send","S6F11","107248 (1A2F0h)","0080","ON",
"72","03/21","18:00:22","Recv","S6F12","","007F","OFF",
"73","03/21","18:00:22","Send","S6F11","106960 (1A1D0h)","007F","ON",
"74","03/21","18:00:22","Recv","S6F12","","007E","OFF",
"75","03/21","18:00:22","Send","S6F11","119024 (1D0F0h)","007E","ON",
"76","03/21","18:00:22","Recv","S6F12","","007D","OFF",
"77","03/21","18:00:22","Send","S6F11","119024 (1D0F0h)","007D","ON",
"78","03/21","18:00:22","Recv","S6F12","","007C","OFF",
"79","03/21","18:00:22","Send","S6F11","119024 (1D0F0h)","007C","ON",
"80","03/21","18:00:21","Recv","S6F12","","007B","OFF",
"81","03/21","18:00:21","Send","S6F11","119024 (1D0F0h)","007B","ON",
"82","03/21","18:00:21","Recv","S6F12","","007A","OFF",
"83","03/21","18:00:21","Send","S6F11","119024 (1D0F0h)","007A","ON",
"84","03/21","18:00:21","Recv","S6F12","","0079","OFF",
"85","03/21","18:00:21","Send","S6F11","119024 (1D0F0h)","0079","ON",
"86","03/21","18:00:21","Recv","S6F12","","0078","OFF",
"87","03/21","18:00:21","Send","S6F11","107008 (1A200h)","0078","ON",
"88","03/21","18:00:21","Recv","S6F12","","0077","OFF",
"89","03/21","18:00:21","Send","S6F11","107392 (1A380h)","0077","ON",
"90","03/21","18:00:18","Recv","S6F12","","0076","OFF",
"91","03/21","18:00:18","Send","S6F11","107232 (1A2E0h)","0076","ON",
"92","03/21","18:00:16","Recv","S6F12","","0075","OFF",
"93","03/21","18:00:16","Send","S6F11","94368 (170A0h)","0075","ON",
"94","03/21","17:58:57","Recv","S6F12","","0074","OFF",
"95","03/21","17:58:57","Send","S6F11","107264 (1A300h)","0074","ON",
"96","03/21","17:58:54","Recv","S6F12","","0073","OFF",
"97","03/21","17:58:54","Send","S6F11","107392 (1A380h)","0073","ON",
"98","03/21","17:58:51","Recv","S6F12","","0072","OFF",
"99","03/21","17:58:51","Send","S6F11","94432 (170E0h)","0072","ON",
"100","03/21","17:58:45","Send","S3F18","","01F7","OFF",
"101","03/21","17:58:45","Recv","S3F17","","01F7","ON",
"102","03/21","17:58:45","Send","S7F18","","01F6","OFF",
"103","03/21","17:58:45","Recv","S7F17","","01F6","ON",
"104","03/21","17:56:45","Send","S7F24","","01ED","OFF",
"105","03/21","17:56:45","Recv","S7F23","","01ED","ON",
"106","03/21","17:56:45","Send","S7F2","","01EC","OFF",
"107","03/21","17:56:45","Recv","S7F1","","01EC","ON",
"","","","","","","","",
