FileName = C:\Users\tnguyen02\Documents\02-OneComm Escalation\TSMC\300141520-Wafer stuck in RC until other job finished\Project\UPC\Work\CollectLog\CcuFiles\Log\Meslog.ml_99

LogCount = 7109
Version = 0

"Index","Date","Time","Status","Message","CEID","Trans.ID","W-Bit"
"0","06/13","19:31:44","Recv","S16F19","","0E0A","ON",
"1","06/13","19:31:44","Send","S16F22","","0E09","OFF",
"2","06/13","19:31:44","Recv","S16F21","","0E09","ON",
"3","06/13","19:31:44","Send","S7F20","","0E08","OFF",
"4","06/13","19:31:44","Recv","S7F19","","0E08","ON",
"5","06/13","19:31:39","Recv","S6F12","","E753","OFF",
"6","06/13","19:31:39","Send","S6F11","106672 (1A0B0h)","E753","ON",
"7","06/13","19:31:37","Recv","S6F12","","E752","OFF",
"8","06/13","19:31:37","Send","S6F11","94352 (17090h)","E752","ON",
"9","06/13","19:31:29","Recv","S6F12","","E751","OFF",
"10","06/13","19:31:29","Send","S6F11","94224 (17010h)","E751","ON",
"11","06/13","19:31:08","Recv","S6F12","","E750","OFF",
"12","06/13","19:31:08","Send","S6F11","78081 (13101h)","E750","ON",
"13","06/13","19:31:04","Recv","S6F12","","E74F","OFF",
"14","06/13","19:31:04","Send","S6F11","78065 (130F1h)","E74F","ON",
"15","06/13","19:31:04","Recv","S6F12","","E74E","OFF",
"16","06/13","19:31:03","Send","S6F11","78051 (130E3h)","E74E","ON",
"17","06/13","19:31:00","Recv","S6F12","","E74D","OFF",
"18","06/13","19:31:00","Send","S6F11","78035 (130D3h)","E74D","ON",
"19","06/13","19:31:00","Recv","S6F12","","E74C","OFF",
"20","06/13","19:31:00","Send","S6F11","78211 (13183h)","E74C","ON",
"21","06/13","19:30:56","Recv","S6F12","","E74B","OFF",
"22","06/13","19:30:56","Send","S6F11","78195 (13173h)","E74B","ON",
"23","06/13","19:30:56","Recv","S6F12","","E74A","OFF",
"24","06/13","19:30:56","Send","S6F11","78113 (13121h)","E74A","ON",
"25","06/13","19:30:51","Recv","S6F12","","E749","OFF",
"26","06/13","19:30:51","Send","S6F11","78097 (13111h)","E749","ON",
"27","06/13","19:30:06","Recv","S6F12","","E748","OFF",
"28","06/13","19:30:05","Send","S6F11","102432 (19020h)","E748","ON",
"29","06/13","19:30:05","Recv","S6F12","","E747","OFF",
"30","06/13","19:30:05","Send","S6F11","77922 (13062h)","E747","ON",
"31","06/13","19:29:47","Recv","S6F12","","E746","OFF",
"32","06/13","19:29:47","Send","S6F11","78338 (13202h)","E746","ON",
"33","06/13","19:29:41","Recv","S6F12","","E745","OFF",
"34","06/13","19:29:41","Send","S6F11","78322 (131F2h)","E745","ON",
"35","06/13","19:29:41","Recv","S6F12","","E744","OFF",
"36","06/13","19:29:41","Send","S6F11","78274 (131C2h)","E744","ON",
"37","06/13","19:29:37","Recv","S6F12","","E743","OFF",
"38","06/13","19:29:37","Send","S6F11","78258 (131B2h)","E743","ON",
"39","06/13","19:29:36","Recv","S6F12","","E742","OFF",
"40","06/13","19:29:36","Send","S6F11","78306 (131E2h)","E742","ON",
"41","06/13","19:29:29","Recv","S6F12","","E741","OFF",
"42","06/13","19:29:29","Send","S6F11","78290 (131D2h)","E741","ON",
"43","06/13","19:29:07","Recv","S6F12","","E740","OFF",
"44","06/13","19:29:07","Send","S6F11","78242 (131A2h)","E740","ON",
"45","06/13","19:29:02","Recv","S6F12","","E73F","OFF",
"46","06/13","19:29:02","Send","S6F11","102448 (19030h)","E73F","ON",
"47","06/13","19:29:02","Recv","S6F12","","E73E","OFF",
"48","06/13","19:29:02","Send","S6F11","78226 (13192h)","E73E","ON",
"49","06/13","19:29:02","Recv","S6F12","","E73D","OFF",
"50","06/13","19:29:02","Send","S6F11","77938 (13072h)","E73D","ON",
"51","06/13","19:28:54","Recv","S6F12","","E73C","OFF",
"52","06/13","19:28:54","Send","S6F11","102432 (19020h)","E73C","ON",
"53","06/13","19:28:54","Recv","S6F12","","E73B","OFF",
"54","06/13","19:28:54","Send","S6F11","77921 (13061h)","E73B","ON",
"55","06/13","19:28:36","Recv","S6F12","","E73A","OFF",
"56","06/13","19:28:36","Send","S6F11","78337 (13201h)","E73A","ON",
"57","06/13","19:28:31","Recv","S6F12","","E739","OFF",
"58","06/13","19:28:31","Send","S6F11","78321 (131F1h)","E739","ON",
"59","06/13","19:28:31","Recv","S6F12","","E738","OFF",
"60","06/13","19:28:31","Send","S6F11","78273 (131C1h)","E738","ON",
"61","06/13","19:28:26","Recv","S6F12","","E737","OFF",
"62","06/13","19:28:26","Send","S6F11","78257 (131B1h)","E737","ON",
"63","06/13","19:28:26","Recv","S6F12","","E736","OFF",
"64","06/13","19:28:26","Send","S6F11","78305 (131E1h)","E736","ON",
"65","06/13","19:28:19","Recv","S6F12","","E735","OFF",
