///////////////////////////////////////////////////////////////
// Scripted by THINH NGUYEN
// File: VIDsOnlyFromS1F12.txt
// SoftRev: 1.7600
// Date: Mon Jun 17 21:28:22 2019
//
// This file is to configure all VIDs. WARNING!!!
// DO NOT_EDIT without reading first.
// All comments should follow the format being used and seen.
// The last line should be an empty line.
//
VID : $862065528 : 33621378 : RC2LimitMaxMinTI22 : 
VID : $862065556 : 33621394 : RC2LimitMaxMinTI23 : 
VID : $862065680 : 33621410 : RC2LimitMaxMinTI24 : 
VID : $862065702 : 33621426 : RC2LimitMaxMinTI25 : 
VID : $862065730 : 33621442 : RC2LimitMaxMinTI26 : 
VID : $862065752 : 33621458 : RC2LimitMaxMinTI27 : 
VID : $862065780 : 33621474 : RC2LimitMaxMinTI28 : 
VID : $862065808 : 33621490 : RC2LimitMaxMinTI29 : 
VID : $862065926 : 33621506 : RC2LimitMaxMinTI30 : 
VID : $862065954 : 33621522 : RC2LimitMaxMinTI31 : 
VID : $862064679 : 33621027 : RC3LimitMaxMinTI0 : 
VID : $862064707 : 33621043 : RC3LimitMaxMinTI1 : 
VID : $862064729 : 33621059 : RC3LimitMaxMinTI2 : 
VID : $862064757 : 33621075 : RC3LimitMaxMinTI3 : 
VID : $862064785 : 33621091 : RC3LimitMaxMinTI4 : 
VID : $862064903 : 33621107 : RC3LimitMaxMinTI5 : 
VID : $862064931 : 33621123 : RC3LimitMaxMinTI6 : 
VID : $862064953 : 33621139 : RC3LimitMaxMinTI7 : 
VID : $862064981 : 33621155 : RC3LimitMaxMinTI8 : 
VID : $862065009 : 33621171 : RC3LimitMaxMinTI9 : 
VID : $862065031 : 33621187 : RC3LimitMaxMinTI10 : 
VID : $862065155 : 33621203 : RC3LimitMaxMinTI11 : 
VID : $862065177 : 33621219 : RC3LimitMaxMinTI12 : 
VID : $862065205 : 33621235 : RC3LimitMaxMinTI13 : 
VID : $862065233 : 33621251 : RC3LimitMaxMinTI14 : 
VID : $862065255 : 33621267 : RC3LimitMaxMinTI15 : 
VID : $862065283 : 33621283 : RC3LimitMaxMinTI16 : 
VID : $862065305 : 33621299 : RC3LimitMaxMinTI17 : 
VID : $862065429 : 33621315 : RC3LimitMaxMinTI18 : 
VID : $862065457 : 33621331 : RC3LimitMaxMinTI19 : 
VID : $862065479 : 33621347 : RC3LimitMaxMinTI20 : 
VID : $862065507 : 33621363 : RC3LimitMaxMinTI21 : 
VID : $862065529 : 33621379 : RC3LimitMaxMinTI22 : 
VID : $862065557 : 33621395 : RC3LimitMaxMinTI23 : 
VID : $862065681 : 33621411 : RC3LimitMaxMinTI24 : 
VID : $862065703 : 33621427 : RC3LimitMaxMinTI25 : 
VID : $862065731 : 33621443 : RC3LimitMaxMinTI26 : 
VID : $862065753 : 33621459 : RC3LimitMaxMinTI27 : 
VID : $862065781 : 33621475 : RC3LimitMaxMinTI28 : 
VID : $862065809 : 33621491 : RC3LimitMaxMinTI29 : 
VID : $862065927 : 33621507 : RC3LimitMaxMinTI30 : 
VID : $862065955 : 33621523 : RC3LimitMaxMinTI31 : 
VID : $862064680 : 33621028 : RC4LimitMaxMinTI0 : 
VID : $862064708 : 33621044 : RC4LimitMaxMinTI1 : 
VID : $862064736 : 33621060 : RC4LimitMaxMinTI2 : 
VID : $862064758 : 33621076 : RC4LimitMaxMinTI3 : 
VID : $862064786 : 33621092 : RC4LimitMaxMinTI4 : 
VID : $862064904 : 33621108 : RC4LimitMaxMinTI5 : 
VID : $862064932 : 33621124 : RC4LimitMaxMinTI6 : 
VID : $862064960 : 33621140 : RC4LimitMaxMinTI7 : 
VID : $862064982 : 33621156 : RC4LimitMaxMinTI8 : 
VID : $862065010 : 33621172 : RC4LimitMaxMinTI9 : 
VID : $862065032 : 33621188 : RC4LimitMaxMinTI10 : 
VID : $862065156 : 33621204 : RC4LimitMaxMinTI11 : 
VID : $862065184 : 33621220 : RC4LimitMaxMinTI12 : 
VID : $862065206 : 33621236 : RC4LimitMaxMinTI13 : 
VID : $862065234 : 33621252 : RC4LimitMaxMinTI14 : 
VID : $862065256 : 33621268 : RC4LimitMaxMinTI15 : 
VID : $862065284 : 33621284 : RC4LimitMaxMinTI16 : 
VID : $862065408 : 33621300 : RC4LimitMaxMinTI17 : 
VID : $862065430 : 33621316 : RC4LimitMaxMinTI18 : 
VID : $862065458 : 33621332 : RC4LimitMaxMinTI19 : 
VID : $862065480 : 33621348 : RC4LimitMaxMinTI20 : 
VID : $862065508 : 33621364 : RC4LimitMaxMinTI21 : 
VID : $862065536 : 33621380 : RC4LimitMaxMinTI22 : 
VID : $862065558 : 33621396 : RC4LimitMaxMinTI23 : 
VID : $862065682 : 33621412 : RC4LimitMaxMinTI24 : 
VID : $862065704 : 33621428 : RC4LimitMaxMinTI25 : 
VID : $862065732 : 33621444 : RC4LimitMaxMinTI26 : 
VID : $862065760 : 33621460 : RC4LimitMaxMinTI27 : 
VID : $862065782 : 33621476 : RC4LimitMaxMinTI28 : 
VID : $862065810 : 33621492 : RC4LimitMaxMinTI29 : 
VID : $862065928 : 33621508 : RC4LimitMaxMinTI30 : 
VID : $862065956 : 33621524 : RC4LimitMaxMinTI31 : 
VID : $862065975 : 33621537 : RC1LimitMaxMinDI0 : 
VID : $862066003 : 33621553 : RC1LimitMaxMinDI1 : 
VID : $862066025 : 33621569 : RC1LimitMaxMinDI2 : 
VID : $862066053 : 33621585 : RC1LimitMaxMinDI3 : 
VID : $862066177 : 33621601 : RC1LimitMaxMinDI4 : 
VID : $862066199 : 33621617 : RC1LimitMaxMinDI5 : 
VID : $862066227 : 33621633 : RC1LimitMaxMinDI6 : 
VID : $862066249 : 33621649 : RC1LimitMaxMinDI7 : 
VID : $862066277 : 33621665 : RC1LimitMaxMinDI8 : 
VID : $862066305 : 33621681 : RC1LimitMaxMinDI9 : 
VID : $862066327 : 33621697 : RC1LimitMaxMinDI10 : 
VID : $862066451 : 33621713 : RC1LimitMaxMinDI11 : 
VID : $862066473 : 33621729 : RC1LimitMaxMinDI12 : 
VID : $862066501 : 33621745 : RC1LimitMaxMinDI13 : 
VID : $862066529 : 33621761 : RC1LimitMaxMinDI14 : 
VID : $862066551 : 33621777 : RC1LimitMaxMinDI15 : 
VID : $862066579 : 33621793 : RC1LimitMaxMinDI16 : 
VID : $862066697 : 33621809 : RC1LimitMaxMinDI17 : 
