"6000","06/13","22:33:20","Recv","S6F12",Event Report Acknowledge
"5999","06/13","22:33:20","Send","S6F11",CEID:78260 WaferMovedStartBERbtRC4
"5998","06/13","22:33:20","Recv","S6F12",Event Report Acknowledge
"5997","06/13","22:33:25","Send","S6F11","CEID:78276 WaferMovedFinishBERbtRC4 (RC4 Wafer Entered)"
"5996","06/13","22:33:25","Recv","S6F12",Event Report Acknowledge
"5995","06/13","22:33:25","Send","S6F11",CEID:78321 WaferMovedStartdBERbtLL1
"5994","06/13","22:33:25","Recv","S6F12",Event Report Acknowledge
"5993","06/13","22:33:30","Send","S6F11",CEID:78337 WaferMovedFinishdBERbtLL1
"5992","06/13","22:33:30","Recv","S6F12",Event Report Acknowledge
"5991","06/13","22:33:32","Send","S6F11","CEID:77937 RC1RecipeFinished (RC1 Finished in 00:07:42)"
"5990","06/13","22:33:32","Recv","S6F12",Event Report Acknowledge
"5989","06/13","22:33:32","Send","S6F11",CEID:78226 WaferMovedStartLL2BERbt
"5988","06/13","22:33:32","Recv","S6F12",Event Report Acknowledge
"5987","06/13","22:33:32","Send","S6F11",CEID:102448 DepositionRecipeFinished
"5986","06/13","22:33:32","Recv","S6F12",Event Report Acknowledge
"5985","06/13","22:33:37","Send","S6F11",CEID:78242 WaferMovedFinishLL2BERbt
"5984","06/13","22:33:37","Recv","S6F12",Event Report Acknowledge
"5983","06/13","22:33:48","Send","S6F11","CEID:77924 RC4RecipeStarted (RC4 Started)"
"5982","06/13","22:33:48","Recv","S6F12",Event Report Acknowledge
"5981","06/13","22:33:49","Send","S6F11",CEID:102432 DepositionRecipeStarted
"5980","06/13","22:33:49","Recv","S6F12",Event Report Acknowledge
"5979","06/13","22:34:00","Send","S6F11","CEID:78289 WaferMovedStartRC1BERbt (RC1 Finished Wafer in 00:08:33)"
"5978","06/13","22:34:00","Recv","S6F12",Event Report Acknowledge
"5977","06/13","22:34:07","Send","S6F11",CEID:78305 WaferMovedFinishRC1BERbt
"5976","06/13","22:34:07","Recv","S6F12",Event Report Acknowledge
"5975","06/13","22:34:07","Send","S6F11",CEID:78257 WaferMovedStartBERbtRC1
"5974","06/13","22:34:07","Recv","S6F12",Event Report Acknowledge
"5973","06/13","22:34:12","Send","S6F11","CEID:78273 WaferMovedFinishBERbtRC1 (RC1 Wafer Entered)"
"5972","06/13","22:34:12","Recv","S6F12",Event Report Acknowledge
"5971","06/13","22:34:12","Send","S6F11",CEID:78322 WaferMovedStartdBERbtLL2
"5970","06/13","22:34:12","Recv","S6F12",Event Report Acknowledge
"5969","06/13","22:34:17","Send","S6F11",CEID:78338 WaferMovedFinishdBERbtLL2
"5968","06/13","22:34:17","Recv","S6F12",Event Report Acknowledge
"5967","06/13","22:34:35","Send","S6F11","CEID:77921 RC1RecipeStarted (RC1 Started)"
"5966","06/13","22:34:35","Recv","S6F12",Event Report Acknowledge
"5965","06/13","22:34:36","Send","S6F11",CEID:102432 DepositionRecipeStarted
"5964","06/13","22:34:36","Recv","S6F12",Event Report Acknowledge
"5963","06/13","22:35:45","Send","S6F11",CEID:78097 WaferMovedStartLL1FERbt
"5962","06/13","22:35:45","Recv","S6F12",Event Report Acknowledge
"5961","06/13","22:35:50","Send","S6F11",CEID:78113 WaferMovedFinishLL1FERbt
"5960","06/13","22:35:50","Recv","S6F12",Event Report Acknowledge
"5959","06/13","22:35:50","Send","S6F11",CEID:78193 WaferMovedStartFERbtLP1
"5958","06/13","22:35:50","Recv","S6F12",Event Report Acknowledge
"5957","06/13","22:35:53","Send","S6F11","CEID:78209 WaferMovedFinishFERbtLP1 (LP1 receiving a Wafer )"
"5956","06/13","22:35:53","Recv","S6F12",Event Report Acknowledge
"5955","06/13","22:35:54","Send","S6F11","CEID:78033 WaferMovedStartLP1FERbt (LP1 sending Wafer in )"
"5954","06/13","22:35:54","Recv","S6F12",Event Report Acknowledge
"5953","06/13","22:35:57","Send","S6F11",CEID:78049 WaferMovedFinishLP1FERbt
"5952","06/13","22:35:57","Recv","S6F12",Event Report Acknowledge
"5951","06/13","22:35:57","Send","S6F11",CEID:78065 WaferMovedStartFERbtLL1
"5950","06/13","22:35:57","Recv","S6F12",Event Report Acknowledge
"5949","06/13","22:36:01","Send","S6F11",CEID:78081 WaferMovedFinishFERbtLL1
"5948","06/13","22:36:02","Recv","S6F12",Event Report Acknowledge
"5947","06/13","22:36:30","Send","S6F11",CEID:78098 WaferMovedStartLL2FERbt
"5946","06/13","22:36:31","Recv","S6F12",Event Report Acknowledge
"5945","06/13","22:36:35","Send","S6F11",CEID:78114 WaferMovedFinishLL2FERbt
"5944","06/13","22:36:35","Recv","S6F12",Event Report Acknowledge
"5943","06/13","22:36:36","Send","S6F11",CEID:78193 WaferMovedStartFERbtLP1
"5942","06/13","22:36:36","Recv","S6F12",Event Report Acknowledge
"5941","06/13","22:36:39","Send","S6F11","CEID:77938 RC2RecipeFinished (RC2 Finished in 00:07:42)"
"5940","06/13","22:36:39","Recv","S6F12",Event Report Acknowledge
"5939","06/13","22:36:40","Send","S6F11",CEID:102448 DepositionRecipeFinished
"5938","06/13","22:36:40","Recv","S6F12",Event Report Acknowledge
"5937","06/13","22:36:40","Send","S6F11","CEID:78209 WaferMovedFinishFERbtLP1 (LP1 receiving a Wafer )"
"5936","06/13","22:36:40","Recv","S6F12",Event Report Acknowledge
"5935","06/13","22:36:40","Send","S6F11",CEID:78225 WaferMovedStartLL1BERbt
"5934","06/13","22:36:40","Recv","S6F12",Event Report Acknowledge
"5933","06/13","22:36:45","Send","S6F11",CEID:78241 WaferMovedFinishLL1BERbt
"5932","06/13","22:36:45","Recv","S6F12",Event Report Acknowledge
"5931","06/13","22:37:07","Send","S6F11","CEID:78290 WaferMovedStartRC2BERbt (RC2 Finished Wafer in 00:08:34)"
"5930","06/13","22:37:07","Recv","S6F12",Event Report Acknowledge
"5929","06/13","22:37:14","Send","S6F11",CEID:78306 WaferMovedFinishRC2BERbt
"5928","06/13","22:37:14","Recv","S6F12",Event Report Acknowledge
"5927","06/13","22:37:14","Send","S6F11",CEID:78258 WaferMovedStartBERbtRC2
"5926","06/13","22:37:14","Recv","S6F12",Event Report Acknowledge
"5925","06/13","22:37:19","Send","S6F11","CEID:78274 WaferMovedFinishBERbtRC2 (RC2 Wafer Entered)"
"5924","06/13","22:37:19","Recv","S6F12",Event Report Acknowledge
"5923","06/13","22:37:19","Send","S6F11",CEID:78321 WaferMovedStartdBERbtLL1
"5922","06/13","22:37:19","Recv","S6F12",Event Report Acknowledge
"5921","06/13","22:37:24","Send","S6F11",CEID:78337 WaferMovedFinishdBERbtLL1
"5920","06/13","22:37:24","Recv","S6F12",Event Report Acknowledge
"5919","06/13","22:37:42","Send","S6F11","CEID:77922 RC2RecipeStarted (RC2 Started)"
"5918","06/13","22:37:42","Recv","S6F12",Event Report Acknowledge
"5917","06/13","22:37:42","Send","S6F11",CEID:102432 DepositionRecipeStarted
"5916","06/13","22:37:42","Recv","S6F12",Event Report Acknowledge
"5915","06/13","22:39:39","Send","S6F11",CEID:78097 WaferMovedStartLL1FERbt
"5914","06/13","22:39:39","Recv","S6F12",Event Report Acknowledge
"5913","06/13","22:39:43","Send","S6F11",CEID:78113 WaferMovedFinishLL1FERbt
"5912","06/13","22:39:43","Recv","S6F12",Event Report Acknowledge
"5911","06/13","22:39:44","Send","S6F11",CEID:78193 WaferMovedStartFERbtLP1
"5910","06/13","22:39:44","Recv","S6F12",Event Report Acknowledge
"5909","06/13","22:39:47","Send","S6F11","CEID:78209 WaferMovedFinishFERbtLP1 (LP1 receiving a Wafer )"
"5908","06/13","22:39:47","Recv","S6F12",Event Report Acknowledge
"5907","06/13","22:40:01","Send","S6F11","CEID:78033 WaferMovedStartLP1FERbt (LP1 sending Wafer in )"
"5906","06/13","22:40:01","Recv","S6F12",Event Report Acknowledge
"5905","06/13","22:40:04","Send","S6F11",CEID:78049 WaferMovedFinishLP1FERbt
"5904","06/13","22:40:05","Recv","S6F12",Event Report Acknowledge
"5903","06/13","22:40:05","Send","S6F11",CEID:78065 WaferMovedStartFERbtLL1
"5902","06/13","22:40:05","Recv","S6F12",Event Report Acknowledge
"5901","06/13","22:40:10","Send","S6F11",CEID:78081 WaferMovedFinishFERbtLL1
"5900","06/13","22:40:10","Recv","S6F12",Event Report Acknowledge
"5899","06/13","22:40:48","Send","S6F11","CEID:78033 WaferMovedStartLP1FERbt (LP1 sending Wafer in )"
"5898","06/13","22:40:49","Recv","S6F12",Event Report Acknowledge
"5897","06/13","22:40:52","Send","S6F11",CEID:78049 WaferMovedFinishLP1FERbt
"5896","06/13","22:40:53","Recv","S6F12",Event Report Acknowledge
"5895","06/13","22:40:53","Send","S6F11",CEID:114736 CJSMSCT-3(QUEUED->SELECTED)
"5894","06/13","22:40:53","Send","S6F11",CEID:110624 PJSMSCT-2(POOLED->SETTINGUP)
"5893","06/13","22:40:53","Recv","S6F12",Event Report Acknowledge
"5892","06/13","22:40:53","Recv","S6F12",Event Report Acknowledge
"5891","06/13","22:40:53","Send","S6F11",CEID:78066 WaferMovedStartFERbtLL2
"5890","06/13","22:40:53","Recv","S6F12",Event Report Acknowledge
"5889","06/13","22:40:53","Send","S6F11",CEID:114768 CJSMSCT-5(SELECTED->EXECUTING)
"5888","06/13","22:40:53","Recv","S6F12",Event Report Acknowledge
"5887","06/13","22:40:53","Send","S6F11",CEID:110656 PJSMSCT-4(SETTINGUP->PROCESSING)
"5886","06/13","22:40:53","Recv","S6F12",Event Report Acknowledge
"5885","06/13","22:40:57","Send","S6F11",CEID:78082 WaferMovedFinishFERbtLL2
"5884","06/13","22:40:57","Recv","S6F12",Event Report Acknowledge
"5883","06/13","22:41:30","Send","S6F11","CEID:77940 RC4RecipeFinished (RC4 Finished in 00:07:42)"
"5882","06/13","22:41:31","Recv","S6F12",Event Report Acknowledge
"5881","06/13","22:41:31","Send","S6F11",CEID:78225 WaferMovedStartLL1BERbt
"5880","06/13","22:41:31","Recv","S6F12",Event Report Acknowledge
"5879","06/13","22:41:31","Send","S6F11",CEID:102448 DepositionRecipeFinished
"5878","06/13","22:41:31","Recv","S6F12",Event Report Acknowledge
"5877","06/13","22:41:36","Send","S6F11",CEID:78241 WaferMovedFinishLL1BERbt
"5876","06/13","22:41:36","Recv","S6F12",Event Report Acknowledge
"5875","06/13","22:41:58","Send","S6F11","CEID:78292 WaferMovedStartRC4BERbt (RC4 Finished Wafer in 00:08:33)"
"5874","06/13","22:41:58","Recv","S6F12",Event Report Acknowledge
"5873","06/13","22:42:05","Send","S6F11",CEID:78308 WaferMovedFinishRC4BERbt
"5872","06/13","22:42:05","Recv","S6F12",Event Report Acknowledge
"5871","06/13","22:42:05","Send","S6F11",CEID:78260 WaferMovedStartBERbtRC4
"5870","06/13","22:42:05","Recv","S6F12",Event Report Acknowledge
"5869","06/13","22:42:10","Send","S6F11","CEID:78276 WaferMovedFinishBERbtRC4 (RC4 Wafer Entered)"
"5868","06/13","22:42:10","Recv","S6F12",Event Report Acknowledge
"5867","06/13","22:42:10","Send","S6F11",CEID:78321 WaferMovedStartdBERbtLL1
"5866","06/13","22:42:10","Recv","S6F12",Event Report Acknowledge
"5865","06/13","22:42:15","Send","S6F11",CEID:78337 WaferMovedFinishdBERbtLL1
"5864","06/13","22:42:15","Recv","S6F12",Event Report Acknowledge
"5863","06/13","22:42:18","Send","S6F11","CEID:77937 RC1RecipeFinished (RC1 Finished in 00:07:43)"
"5862","06/13","22:42:18","Recv","S6F12",Event Report Acknowledge
"5861","06/13","22:42:18","Send","S6F11",CEID:78226 WaferMovedStartLL2BERbt
"5860","06/13","22:42:18","Recv","S6F12",Event Report Acknowledge
"5859","06/13","22:42:18","Send","S6F11",CEID:102448 DepositionRecipeFinished
"5858","06/13","22:42:18","Recv","S6F12",Event Report Acknowledge
"5857","06/13","22:42:23","Send","S6F11",CEID:78242 WaferMovedFinishLL2BERbt
"5856","06/13","22:42:23","Recv","S6F12",Event Report Acknowledge
"5855","06/13","22:42:33","Send","S6F11","CEID:77924 RC4RecipeStarted (RC4 Started)"
"5854","06/13","22:42:33","Recv","S6F12",Event Report Acknowledge
"5853","06/13","22:42:34","Send","S6F11",CEID:102432 DepositionRecipeStarted
"5852","06/13","22:42:34","Recv","S6F12",Event Report Acknowledge
"5851","06/13","22:42:45","Send","S6F11","CEID:78289 WaferMovedStartRC1BERbt (RC1 Finished Wafer in 00:08:33)"
"5850","06/13","22:42:45","Recv","S6F12",Event Report Acknowledge
"5849","06/13","22:42:52","Send","S6F11",CEID:78305 WaferMovedFinishRC1BERbt
"5848","06/13","22:42:52","Recv","S6F12",Event Report Acknowledge
"5847","06/13","22:42:52","Send","S6F11",CEID:78257 WaferMovedStartBERbtRC1
"5846","06/13","22:42:53","Recv","S6F12",Event Report Acknowledge
"5845","06/13","22:42:57","Send","S6F11","CEID:78273 WaferMovedFinishBERbtRC1 (RC1 Wafer Entered)"
"5844","06/13","22:42:57","Recv","S6F12",Event Report Acknowledge
"5843","06/13","22:42:57","Send","S6F11",CEID:78322 WaferMovedStartdBERbtLL2
"5842","06/13","22:42:57","Recv","S6F12",Event Report Acknowledge
"5841","06/13","22:43:03","Send","S6F11",CEID:78338 WaferMovedFinishdBERbtLL2
"5840","06/13","22:43:03","Recv","S6F12",Event Report Acknowledge
"5839","06/13","22:43:21","Send","S6F11","CEID:77921 RC1RecipeStarted (RC1 Started)"
"5838","06/13","22:43:21","Recv","S6F12",Event Report Acknowledge
"5837","06/13","22:43:21","Send","S6F11",CEID:102432 DepositionRecipeStarted
"5836","06/13","22:43:21","Recv","S6F12",Event Report Acknowledge
"5835","06/13","22:44:30","Send","S6F11",CEID:78097 WaferMovedStartLL1FERbt
"5834","06/13","22:44:30","Recv","S6F12",Event Report Acknowledge
"5833","06/13","22:44:35","Send","S6F11",CEID:78113 WaferMovedFinishLL1FERbt
"5832","06/13","22:44:35","Recv","S6F12",Event Report Acknowledge
"5831","06/13","22:44:35","Send","S6F11",CEID:78193 WaferMovedStartFERbtLP1
"5830","06/13","22:44:35","Recv","S6F12",Event Report Acknowledge
"5829","06/13","22:44:39","Send","S6F11","CEID:78209 WaferMovedFinishFERbtLP1 (LP1 receiving a Wafer )"
"5828","06/13","22:44:39","Recv","S6F12",Event Report Acknowledge
"5827","06/13","22:44:39","Send","S6F11","CEID:78033 WaferMovedStartLP1FERbt (LP1 sending Wafer in )"
"5826","06/13","22:44:39","Recv","S6F12",Event Report Acknowledge
"5825","06/13","22:44:42","Send","S6F11",CEID:78049 WaferMovedFinishLP1FERbt
"5824","06/13","22:44:42","Recv","S6F12",Event Report Acknowledge
"5823","06/13","22:44:43","Send","S6F11",CEID:78065 WaferMovedStartFERbtLL1
"5822","06/13","22:44:43","Recv","S6F12",Event Report Acknowledge
"5821","06/13","22:44:47","Send","S6F11",CEID:78081 WaferMovedFinishFERbtLL1
"5820","06/13","22:44:47","Recv","S6F12",Event Report Acknowledge
"5819","06/13","22:45:16","Send","S6F11",CEID:78098 WaferMovedStartLL2FERbt
"5818","06/13","22:45:16","Recv","S6F12",Event Report Acknowledge
"5817","06/13","22:45:21","Send","S6F11",CEID:78114 WaferMovedFinishLL2FERbt
"5816","06/13","22:45:21","Recv","S6F12",Event Report Acknowledge
"5815","06/13","22:45:21","Send","S6F11",CEID:78193 WaferMovedStartFERbtLP1
"5814","06/13","22:45:21","Recv","S6F12",Event Report Acknowledge
"5813","06/13","22:45:24","Send","S6F11","CEID:77938 RC2RecipeFinished (RC2 Finished in 00:07:42)"
"5812","06/13","22:45:24","Send","S6F11",CEID:78225 WaferMovedStartLL1BERbt
"5811","06/13","22:45:24","Recv","S6F12",Event Report Acknowledge
"5810","06/13","22:45:24","Recv","S6F12",Event Report Acknowledge
"5809","06/13","22:45:24","Send","S6F11",CEID:102448 DepositionRecipeFinished
"5808","06/13","22:45:25","Recv","S6F12",Event Report Acknowledge
"5807","06/13","22:45:25","Send","S6F11","CEID:78209 WaferMovedFinishFERbtLP1 (LP1 receiving a Wafer )"
"5806","06/13","22:45:25","Recv","S6F12",Event Report Acknowledge
"5805","06/13","22:45:29","Send","S6F11",CEID:78241 WaferMovedFinishLL1BERbt
"5804","06/13","22:45:29","Recv","S6F12",Event Report Acknowledge
"5803","06/13","22:45:51","Send","S6F11","CEID:78290 WaferMovedStartRC2BERbt (RC2 Finished Wafer in 00:08:32)"
"5802","06/13","22:45:52","Recv","S6F12",Event Report Acknowledge
"5801","06/13","22:45:58","Send","S6F11",CEID:78306 WaferMovedFinishRC2BERbt
"5800","06/13","22:45:58","Recv","S6F12",Event Report Acknowledge
"5799","06/13","22:45:58","Send","S6F11",CEID:78258 WaferMovedStartBERbtRC2
"5798","06/13","22:45:58","Recv","S6F12",Event Report Acknowledge
"5797","06/13","22:46:03","Send","S6F11","CEID:78274 WaferMovedFinishBERbtRC2 (RC2 Wafer Entered)"
"5796","06/13","22:46:03","Recv","S6F12",Event Report Acknowledge
"5795","06/13","22:46:03","Send","S6F11",CEID:78321 WaferMovedStartdBERbtLL1
"5794","06/13","22:46:04","Recv","S6F12",Event Report Acknowledge
"5793","06/13","22:46:08","Send","S6F11",CEID:78337 WaferMovedFinishdBERbtLL1
"5792","06/13","22:46:09","Recv","S6F12",Event Report Acknowledge
"5791","06/13","22:46:27","Send","S6F11","CEID:77922 RC2RecipeStarted (RC2 Started)"
"5790","06/13","22:46:27","Recv","S6F12",Event Report Acknowledge
"5789","06/13","22:46:28","Send","S6F11",CEID:102432 DepositionRecipeStarted
"5788","06/13","22:46:28","Recv","S6F12",Event Report Acknowledge
"5787","06/13","22:48:23","Send","S6F11",CEID:78097 WaferMovedStartLL1FERbt
"5786","06/13","22:48:24","Recv","S6F12",Event Report Acknowledge
"5785","06/13","22:48:28","Send","S6F11",CEID:78113 WaferMovedFinishLL1FERbt
"5784","06/13","22:48:28","Recv","S6F12",Event Report Acknowledge
"5783","06/13","22:48:28","Send","S6F11",CEID:78193 WaferMovedStartFERbtLP1
"5782","06/13","22:48:28","Recv","S6F12",Event Report Acknowledge
"5781","06/13","22:48:32","Send","S6F11","CEID:78209 WaferMovedFinishFERbtLP1 (LP1 receiving a Wafer )"
"5780","06/13","22:48:32","Recv","S6F12",Event Report Acknowledge
"5779","06/13","22:48:46","Send","S6F11","CEID:78033 WaferMovedStartLP1FERbt (LP1 sending Wafer in )"
"5778","06/13","22:48:46","Recv","S6F12",Event Report Acknowledge
"5777","06/13","22:48:50","Send","S6F11",CEID:78049 WaferMovedFinishLP1FERbt
"5776","06/13","22:48:50","Recv","S6F12",Event Report Acknowledge
"5775","06/13","22:48:50","Send","S6F11",CEID:78065 WaferMovedStartFERbtLL1
"5774","06/13","22:48:50","Recv","S6F12",Event Report Acknowledge
"5773","06/13","22:48:54","Send","S6F11",CEID:78081 WaferMovedFinishFERbtLL1
"5772","06/13","22:48:55","Recv","S6F12",Event Report Acknowledge
"5771","06/13","22:49:34","Send","S6F11","CEID:78035 WaferMovedStartLP3FERbt (LP3 sending Wafer in )"
"5770","06/13","22:49:34","Recv","S6F12",Event Report Acknowledge
"5769","06/13","22:49:38","Send","S6F11",CEID:78051 WaferMovedFinishLP3FERbt
"5768","06/13","22:49:38","Recv","S6F12",Event Report Acknowledge
"5767","06/13","22:49:39","Send","S6F11",CEID:78066 WaferMovedStartFERbtLL2
"5766","06/13","22:49:39","Recv","S6F12",Event Report Acknowledge
"5765","06/13","22:49:43","Send","S6F11",CEID:78082 WaferMovedFinishFERbtLL2
"5764","06/13","22:49:43","Recv","S6F12",Event Report Acknowledge
"5763","06/13","22:50:15","Send","S6F11","CEID:77940 RC4RecipeFinished (RC4 Finished in 00:07:42)"
"5762","06/13","22:50:15","Recv","S6F12",Event Report Acknowledge
"5761","06/13","22:50:16","Send","S6F11",CEID:78225 WaferMovedStartLL1BERbt
"5760","06/13","22:50:16","Recv","S6F12",Event Report Acknowledge
"5759","06/13","22:50:16","Send","S6F11",CEID:102448 DepositionRecipeFinished
"5758","06/13","22:50:16","Recv","S6F12",Event Report Acknowledge
"5757","06/13","22:50:20","Send","S6F11",CEID:78241 WaferMovedFinishLL1BERbt
"5756","06/13","22:50:21","Recv","S6F12",Event Report Acknowledge
"5755","06/13","22:50:43","Send","S6F11","CEID:78292 WaferMovedStartRC4BERbt (RC4 Finished Wafer in 00:08:33)"
"5754","06/13","22:50:43","Recv","S6F12",Event Report Acknowledge
"5753","06/13","22:50:50","Send","S6F11",CEID:78308 WaferMovedFinishRC4BERbt
"5752","06/13","22:50:50","Recv","S6F12",Event Report Acknowledge
"5751","06/13","22:50:50","Send","S6F11",CEID:78260 WaferMovedStartBERbtRC4
"5750","06/13","22:50:50","Recv","S6F12",Event Report Acknowledge
"5749","06/13","22:50:55","Send","S6F11","CEID:78276 WaferMovedFinishBERbtRC4 (RC4 Wafer Entered)"
"5748","06/13","22:50:55","Recv","S6F12",Event Report Acknowledge
"5747","06/13","22:50:55","Send","S6F11",CEID:78321 WaferMovedStartdBERbtLL1
"5746","06/13","22:50:55","Recv","S6F12",Event Report Acknowledge
"5745","06/13","22:51:00","Send","S6F11",CEID:78337 WaferMovedFinishdBERbtLL1
"5744","06/13","22:51:01","Recv","S6F12",Event Report Acknowledge
"5743","06/13","22:51:03","Send","S6F11","CEID:77937 RC1RecipeFinished (RC1 Finished in 00:07:42)"
"5742","06/13","22:51:03","Recv","S6F12",Event Report Acknowledge
"5741","06/13","22:51:03","Send","S6F11",CEID:102448 DepositionRecipeFinished
"5740","06/13","22:51:03","Recv","S6F12",Event Report Acknowledge
"5739","06/13","22:51:03","Send","S6F11",CEID:78226 WaferMovedStartLL2BERbt
"5738","06/13","22:51:03","Recv","S6F12",Event Report Acknowledge
"5737","06/13","22:51:08","Send","S6F11",CEID:78242 WaferMovedFinishLL2BERbt
"5736","06/13","22:51:09","Recv","S6F12",Event Report Acknowledge
"5735","06/13","22:51:18","Send","S6F11","CEID:77924 RC4RecipeStarted (RC4 Started)"
"5734","06/13","22:51:18","Recv","S6F12",Event Report Acknowledge
"5733","06/13","22:51:19","Send","S6F11",CEID:102432 DepositionRecipeStarted
"5732","06/13","22:51:19","Recv","S6F12",Event Report Acknowledge
"5731","06/13","22:51:30","Send","S6F11","CEID:78289 WaferMovedStartRC1BERbt (RC1 Finished Wafer in 00:08:33)"
"5730","06/13","22:51:30","Recv","S6F12",Event Report Acknowledge
"5729","06/13","22:51:37","Send","S6F11",CEID:78305 WaferMovedFinishRC1BERbt
"5728","06/13","22:51:37","Recv","S6F12",Event Report Acknowledge
"5727","06/13","22:51:37","Send","S6F11",CEID:78257 WaferMovedStartBERbtRC1
"5726","06/13","22:51:37","Recv","S6F12",Event Report Acknowledge
"5725","06/13","22:51:42","Send","S6F11","CEID:78273 WaferMovedFinishBERbtRC1 (RC1 Wafer Entered)"
"5724","06/13","22:51:42","Recv","S6F12",Event Report Acknowledge
"5723","06/13","22:51:42","Send","S6F11",CEID:78322 WaferMovedStartdBERbtLL2
"5722","06/13","22:51:42","Recv","S6F12",Event Report Acknowledge
"5721","06/13","22:51:47","Send","S6F11",CEID:78338 WaferMovedFinishdBERbtLL2
"5720","06/13","22:51:47","Recv","S6F12",Event Report Acknowledge
"5719","06/13","22:52:05","Send","S6F11","CEID:77921 RC1RecipeStarted (RC1 Started)"
"5718","06/13","22:52:05","Recv","S6F12",Event Report Acknowledge
"5717","06/13","22:52:05","Send","S6F11",CEID:102432 DepositionRecipeStarted
"5716","06/13","22:52:05","Recv","S6F12",Event Report Acknowledge
"5715","06/13","22:53:16","Send","S6F11",CEID:78097 WaferMovedStartLL1FERbt
"5714","06/13","22:53:16","Recv","S6F12",Event Report Acknowledge
"5713","06/13","22:53:20","Send","S6F11",CEID:78113 WaferMovedFinishLL1FERbt
"5712","06/13","22:53:20","Recv","S6F12",Event Report Acknowledge
"5711","06/13","22:53:20","Send","S6F11",CEID:78193 WaferMovedStartFERbtLP1
"5710","06/13","22:53:20","Recv","S6F12",Event Report Acknowledge
"5709","06/13","22:53:24","Send","S6F11","CEID:78209 WaferMovedFinishFERbtLP1 (LP1 receiving a Wafer )"
"5708","06/13","22:53:24","Recv","S6F12",Event Report Acknowledge
"5707","06/13","22:53:24","Send","S6F11","CEID:78035 WaferMovedStartLP3FERbt (LP3 sending Wafer in )"
"5706","06/13","22:53:24","Recv","S6F12",Event Report Acknowledge
"5705","06/13","22:53:29","Send","S6F11",CEID:78051 WaferMovedFinishLP3FERbt
"5704","06/13","22:53:29","Recv","S6F12",Event Report Acknowledge
"5703","06/13","22:53:30","Send","S6F11",CEID:78065 WaferMovedStartFERbtLL1
"5702","06/13","22:53:30","Recv","S6F12",Event Report Acknowledge
"5701","06/13","22:53:34","Send","S6F11",CEID:78081 WaferMovedFinishFERbtLL1
"5700","06/13","22:53:34","Recv","S6F12",Event Report Acknowledge
"5699","06/13","22:54:00","Send","S6F11",CEID:78098 WaferMovedStartLL2FERbt
"5698","06/13","22:54:00","Recv","S6F12",Event Report Acknowledge
"5697","06/13","22:54:05","Send","S6F11",CEID:78114 WaferMovedFinishLL2FERbt
"5696","06/13","22:54:05","Recv","S6F12",Event Report Acknowledge
"5695","06/13","22:54:06","Send","S6F11",CEID:78193 WaferMovedStartFERbtLP1
"5694","06/13","22:54:06","Recv","S6F12",Event Report Acknowledge
"5693","06/13","22:54:09","Send","S6F11","CEID:77938 RC2RecipeFinished (RC2 Finished in 00:07:42)"
"5692","06/13","22:54:09","Recv","S6F12",Event Report Acknowledge
"5691","06/13","22:54:09","Send","S6F11",CEID:78225 WaferMovedStartLL1BERbt
"5690","06/13","22:54:09","Recv","S6F12",Event Report Acknowledge
"5689","06/13","22:54:09","Send","S6F11",CEID:102448 DepositionRecipeFinished
"5688","06/13","22:54:09","Recv","S6F12",Event Report Acknowledge
"5687","06/13","22:54:10","Send","S6F11","CEID:78209 WaferMovedFinishFERbtLP1 (LP1 receiving a Wafer )"
"5686","06/13","22:54:10","Recv","S6F12",Event Report Acknowledge
"5685","06/13","22:54:15","Send","S6F11",CEID:78241 WaferMovedFinishLL1BERbt
"5684","06/13","22:54:15","Recv","S6F12",Event Report Acknowledge
"5683","06/13","22:54:38","Send","S6F11","CEID:78290 WaferMovedStartRC2BERbt (RC2 Finished Wafer in 00:08:35)"
"5682","06/13","22:54:38","Recv","S6F12",Event Report Acknowledge
"5681","06/13","22:54:45","Send","S6F11",CEID:78306 WaferMovedFinishRC2BERbt
"5680","06/13","22:54:45","Recv","S6F12",Event Report Acknowledge
"5679","06/13","22:54:45","Send","S6F11",CEID:78258 WaferMovedStartBERbtRC2
"5678","06/13","22:54:45","Recv","S6F12",Event Report Acknowledge
"5677","06/13","22:54:50","Send","S6F11","CEID:78274 WaferMovedFinishBERbtRC2 (RC2 Wafer Entered)"
"5676","06/13","22:54:50","Recv","S6F12",Event Report Acknowledge
"5675","06/13","22:54:50","Send","S6F11",CEID:78321 WaferMovedStartdBERbtLL1
"5674","06/13","22:54:50","Recv","S6F12",Event Report Acknowledge
"5673","06/13","22:54:55","Send","S6F11",CEID:78337 WaferMovedFinishdBERbtLL1
"5672","06/13","22:54:55","Recv","S6F12",Event Report Acknowledge
"5671","06/13","22:55:14","Send","S6F11","CEID:77922 RC2RecipeStarted (RC2 Started)"
"5670","06/13","22:55:14","Recv","S6F12",Event Report Acknowledge
"5669","06/13","22:55:14","Send","S6F11",CEID:102432 DepositionRecipeStarted
"5668","06/13","22:55:14","Recv","S6F12",Event Report Acknowledge
"5667","06/13","22:57:10","Send","S6F11",CEID:78097 WaferMovedStartLL1FERbt
"5666","06/13","22:57:10","Recv","S6F12",Event Report Acknowledge
"5665","06/13","22:57:14","Send","S6F11",CEID:78113 WaferMovedFinishLL1FERbt
